t,c,err
beloni,3,
biez,2,
berrat,3,
berration,2,
bdicat,4,
birrita,3,
bidingnes,5,
bdominall,4,
bietinea,4,
bhorrin,5,
beig,2,
bigailshi,5,
bidingl,4,
bietineo,4,
binte,2,
bjectnes,5,
birritan,3,
bitib,3,
bjuncti,5,
bjudicati,5,
birritati,3,
birritativ,4,
bnak,3,
bjuremen,5,
blacta,3,
BNE,3,
bnega,3,
bnegat,4,
blactati,3,
biur,2,
bnormo,4,
bnorm,4,
bluvi,4,
bominablenes,5,
rié,2,
bnegati,4,
bortici,3,
bjurati,4,
bietini,3,
brasi,3,
bortioni,4,
brasto,3,
bnormalit,5,
branchio,3,
brax,2,
beyanc,4,
bnormit,4,
borigin,3,
bnormall,4,
bridgmen,5,
bolishmen,5,
brotin,3,
bouchemen,5,
brogati,3,
brasiv,4,
bruptnes,5,
bscondenc,5,
bsinthin,5,
brogativ,4,
bruptl,4,
bsaroki,5,
bscesse,4,
bsin,3,
bnegativ,5,
bsciss,4,
bscissa,4,
bsorbenc,6,
bsolutor,5,
bsfara,4,
bsintho,4,
bshenr,4,
bsarok,4,
bsolutis,5,
bscons,3,
bsorptanc,6,
bsinthis,5,
bsolutizati,6,
bstemio,4,
bsorbin,5,
bstinentl,5,
bstersi,4,
bstracte,4,
bsinth,4,
brasa,3,
bstraction,4,
bsolutiz,6,
bsolutiv,6,
bstersiv,5,
blau,2,
bsorbiti,6,
bsolven,4,
bsorbabilit,7,
calepha,3,
bsorptivel,6,
bulomani,4,
bstinen,4,
bthainr,4,
bstergen,4,
campsi,3,
butil,2,
bstractivel,5,
bstractl,4,
bstinenti,5,
calyph,3,
bsorp,4,
bsorptiv,6,
canthari,3,
canthin,3,
bundantl,4,
carologi,3,
calyc,3,
bsorben,4,
carias,2,
cantholog,4,
capsula,3,
cceler,3,
carici,2,
bthan,3,
carap,2,
ccelerate,5,
categoric,3,
catapos,3,
calycin,3,
ccentuat,5,
cceptabilit,6,
ccentualit,5,
cceptan,4,
catholi,3,
ccersit,4,
ccendibilit,6,
cceptres,4,
ccommodativ,6,
canthologic,4,
cceptiv,5,
cclamat,4,
cclima,3,
ccelerativ,6,
ccrescenc,6,
ccentuati,5,
cemeti,4,
ccomplic,5,
ccouplemen,6,
ccelerat,5,
ccumbenc,6,
cclina,3,
cclamati,4,
ccumulati,5,
cceptabl,5,
cclimati,4,
ccouchemen,6,
bstractnes,5,
ccommodatin,6,
bsurdl,5,
ccompletiv,6,
bundanti,4,
ccusingl,5,
bysmall,4,
cacet,3,
ccumben,4,
cclivo,4,
cetomet,4,
ccreditati,5,
bstricte,4,
ccidentalit,6,
cclivit,4,
cerbi,4,
busedl,3,
ccrementiti,6,
cerdo,4,
bysm,3,
ccumulativ,6,
ccursednes,5,
caleph,3,
busefull,3,
cetifi,4,
cclin,3,
cetani,3,
ccidentall,5,
ccommodati,5,
cetalizati,5,
bsvol,4,
ccordioni,5,
cetome,3,
cephalis,4,
ccreditmen,6,
cclimatu,5,
ccommodat,5,
cerbit,4,
ccursedl,5,
cculturati,4,
cemeta,4,
cetaliz,5,
ccretionar,5,
cediamin,4,
ccorpora,5,
cetann,3,
cadiali,4,
ccrescen,5,
ccordantl,5,
busefu,3,
cerba,3,
ccipitr,5,
ccusativel,5,
ccommodatel,6,
ccorporati,5,
cetabula,4,
ccumul,4,
certann,2,
bsurdnes,6,
ccuratenes,6,
cervu,3,
ccumulat,5,
cetario,3,
ccoutermen,6,
ccredita,4,
ccolade,4,
cetoniz,5,
cetonizati,5,
cetylat,4,
cculturiz,5,
celdam,3,
chatinel,4,
cheilo,4,
cetylati,4,
cetona,3,
chenodi,4,
cetosit,4,
cetoni,4,
cervul,3,
ceologi,4,
cheiri,4,
cetonati,4,
cetylen,4,
cetylizati,5,
chaeto,4,
cetyliz,5,
chillein,3,
cichlori,4,
ccusator,4,
chromatizati,5,
cheroni,4,
chamo,3,
cherontic,4,
cicularl,4,
chropsi,4,
chewee,3,
chalasi,4,
cheili,3,
cidophi,4,
chimen,3,
cidemi,4,
cidome,3,
chetida,3,
chromatop,4,
chaet,3,
chitoph,4,
cheiro,4,
chondri,3,
chromasi,4,
chondriti,4,
chakza,3,
ceturi,4,
chromato,3,
chmeth,4,
cheule,3,
ciculate,4,
cidos,3,
chomaw,4,
cheronti,4,
cidulo,4,
cidy,3,
bvol,3,
cidpro,4,
cidulen,4,
coelo,3,
ciduri,4,
cleisto,4,
cocot,3,
cidomet,4,
clem,2,
cinario,3,
cmisp,4,
colhu,3,
cmati,3,
chromaticall,5,
cnei,3,
colytha,3,
chromatis,4,
clidi,3,
conitin,3,
chromatiz,5,
cnemi,4,
coustici,3,
cleidi,4,
cosmis,4,
ciliate,4,
cousticall,4,
cinac,3,
bsurdit,5,
clasti,3,
cridy,3,
cineta,3,
crimon,3,
crole,2,
couas,2,
croati,2,
cquainte,4,
cridoni,4,
crobat,3,
cquittanc,5,
cousmat,4,
cipens,3,
cquiremen,5,
cidoti,4,
crod,2,
inonem,3,
cquisite,4,
damsi,3,
delber,2,
cutiat,4,
cquirabilit,6,
cquisib,4,
leplo,3,
cridida,3,
croli,2,
cquitmen,5,
delai,2,
cyrologic,5,
dagiet,4,
denographi,3,
dactylo,4,
dequatenes,5,
daptivel,4,
crotis,3,
cronymo,4,
deptnes,4,
crosticall,4,
cropetall,4,
inopho,3,
cropet,3,
itamentar,4,
cropatholog,5,
denopho,3,
denophor,3,
damitic,3,
daptabilit,5,
denyli,3,
demoni,3,
denoce,3,
inosto,3,
cyrolog,5,
cutograv,4,
damelli,3,
inautograph,4,
cronymiz,5,
dequac,3,
cutangula,4,
daxi,3,
culeate,3,
cropol,3,
cuduct,4,
ipyle,4,
dactyli,4,
damast,2,
damante,2,
dendriti,4,
dawlu,4,
daption,2,
couomet,3,
denosin,3,
cylo,3,
crydi,3,
cryli,3,
daptativ,4,
crologis,3,
crospo,3,
crosti,3,
dephago,3,
cutenes,4,
cyeti,4,
denographic,3,
culeat,3,
damantin,3,
damho,2,
cumina,3,
cupressu,4,
dansoni,4,
cromet,3,
crostic,3,
cylog,3,
denoto,3,
cronymi,4,
damiti,3,
damitis,3,
ictednes,4,
uariall,3,
denograp,3,
inologu,3,
inidi,3,
cronyct,4,
inometri,3,
crospi,3,
deptshi,4,
dephagi,4,
crophon,3,
cycli,3,
dversenes,4,
cropath,3,
dhesiv,5,
eropho,3,
dhesi,4,
dvisednes,5,
dvisablenes,6,
dzook,3,
dherescenc,5,
dmonit,4,
dscenden,4,
dnex,3,
dnominati,4,
dvocator,4,
dvisedl,5,
cromicri,4,
dhak,3,
dventuro,4,
dversario,3,
dhib,3,
dnexe,4,
dunco,3,
dvisator,4,
dvantageo,5,
dhaman,4,
dpromissi,5,
dipso,3,
dulteriz,5,
dherescen,4,
dventuremen,5,
dmiralt,5,
dhesion,4,
dmargina,4,
djectivel,4,
dvancingl,5,
dhaf,4,
dvancednes,5,
dorningl,4,
doptabilit,5,
dopera,3,
dminicu,4,
donir,2,
eroso,3,
dhibiti,5,
djustabl,4,
erobicall,4,
driati,2,
dulatres,4,
dmonitiv,6,
djunc,3,
dumbr,4,
dsbu,4,
dmiredl,5,
doptan,3,
eroba,3,
ERAT,4,
dmonitivel,6,
diposit,3,
djection,2,
dulterat,4,
dmonishmen,6,
digran,2,
dsmi,4,
dultici,3,
erophan,3,
djoine,3,
dorant,3,
dminicula,4,
  soc,3,
dventuris,4,
dteva,3,
drostr,3,
djudicati,4,
dventurousl,5,
dipescen,4,
dnascenc,5,
dscititio,4,
doptivel,4,
egirin,3,
donito,2,
drienn,3,
dvocatres,5,
dolescentl,5,
dministratri,4,
dulteran,4,
djutor,3,
dipini,3,
dsignificati,5,
erialnes,4,
dversari,3,
dorablenes,5,
edileshi,4,
drect,2,
dolesc,4,
dulterati,4,
edicu,3,
dipy,3,
drenin,3,
djuncti,4,
egip,2,
dhesivel,5,
dversativel,4,
dmensurati,5,
dventureshi,5,
djurati,3,
dminic,3,
droitnes,4,
dorator,3,
dmittedl,5,
dventures,3,
eaci,3,
dnominall,4,
dsess,3,
dscripte,4,
doptativ,4,
dosculati,4,
dirondac,4,
ethog,3,
dvocates,4,
erialit,3,
doret,2,
dmissibilit,6,
dnomin,4,
dsor,3,
ethionem,4,
dultho,3,
dvocateshi,6,
dulteres,4,
dmeasu,5,
dvantageousl,6,
dmonitor,5,
dulterin,4,
eolis,3,
dumbrati,5,
dultero,3,
erobio,3,
dtermin,4,
djutan,3,
dvicefu,5,
dvectitio,5,
dulteratel,5,
escul,2,
djacenc,4,
dullami,3,
djustiv,4,
dsorpti,5,
djourn,3,
dministratric,4,
dultera,3,
egiri,3,
doperati,3,
dipomet,4,
dmiringl,5,
djacentl,4,
dverbiall,5,
dnascen,4,
dverbi,4,
dsignif,4,
droitl,3,
dmixti,4,
dipom,3,
dvocac,4,
pinici,3,
dvisoril,5,
djig,2,
doringl,3,
dramelec,4,
releg,2,
piculo,3,
dventurefu,5,
iethni,3,
auteu,3,
redivin,3,
doption,2,
remandr,3,
oodwor,4,
EPAR,4,
dshe,3,
dulterousl,5,
ethali,3,
dner,2,
dlumi,4,
djour,2,
HADE,3,
DOR,3,
riplasi,4,
urfur,3,
porabo,3,
doxograph,4,
dips,2,
dlumin,4,
dularescenc,5,
doptiv,4,
erophi,3,
djut,2,
dmiralshi,6,
hotg,3,
halangi,3,
oanfull,4,
ARRY,4,
raconti,3,
CREE,3,
quiped,3,
lacein,3,
duncate,3,
ygien,3,
reindependenc,5,
eobot,3,
irdlo,4,
etoli,3,
dventitio,4,
odderin,3,
eutri,3,
ESAC,4,
olumet,3,
ULS,3,
apphi,3,
londik,2,
lasticiz,5,
dmirablenes,6,
randparen,3,
onnines,3,
leust,2,
douli,2,
igel,2,
iscay,3,
loodcoc,5,
alpo,3,
OCKE,4,
ATUR,4,
ootfar,4,
uarry,3,
onzer,3,
dventiti,4,
lubber,3,
axeatin,4,
djoinin,4,
lushfull,4,
rcadi,4,
yreta,3,
ARIC,4,
alaxi,4,
yzygi,4,
navishnes,4,
luidiz,4,
hignone,3,
ambuk,4,
achit,2,
uerper,3,
ostoti,4,
onkd,3,
ificialnes,5,
pongio,3,
rotal,3,
INNY,3,
entaur,3,
ydoni,4,
ILKE,4,
alayal,3,
hilosophic,5,
riactin,3,
ascet,3,
relawfu,4,
poilin,3,
urnish,3,
yncopa,4,
ARRE,4,
rotars,3,
ifistula,4,
natti,2,
anquet,3,
ENNE,4,
rbani,3,
xiled,3,
usuli,3,
ellmel,4,
ozeng,4,
INGY,3,
ATIN,4,
reasono,3,
udev,2,
awdr,3,
iraculo,4,
ELIC,4,
aberpro,4,
zonat,3,
olepro,3,
tangi,3,
duar,2,
moothin,3,
irdba,3,
IDIN,4,
ULLE,4,
ampanil,4,
respass,2,
NLY,3,
hloritiz,5,
withe,2,
EARE,3,
reauditor,4,
porangi,3,
ackines,3,
icatur,3,
arleybir,4,
ellowl,4,
rchpilla,5,
alberdi,4,
popti,2,
xuvia,4,
ewas,3,
ropitiat,5,
haldi,3,
lastopo,4,
ockil,3,
ilub,3,
reebear,3,
auliani,3,
edip,2,
ickelizati,5,
etidnes,4,
erbena,3,
uizz,3,
rophesi,4,
ambri,3,
lylis,3,
rotob,3,
oditi,3,
ropargyli,5,
eodetic,4,
unoni,3,
uskari,3,
guishl,3,
irtuo,4,
ucus,3,
entilati,3,
onadi,3,
esica,2,
entimet,3,
xtraovula,5,
uruju,3,
izzer,3,
ubile,3,
ungus,3,
rilog,3,
cherz,3,
laught,2,
HUR,3,
aproote,3,
ELOI,4,
loccu,3,
onvic,3,
rchineur,4,
ousingl,4,
ustines,3,
ontagna,4,
uhing,3,
rogressivi,5,
incograp,3,
islea,2,
ymni,3,
blivi,3,
icotin,3,
patangi,3,
ASN,3,
kyph,3,
URLE,3,
uckil,3,
uddoc,4,
AILE,3,
iperit,3,
hipjac,4,
phaki,3,
ubulo,4,
sittac,3,
aetric,3,
illenari,3,
NDEN,4,
atagoni,4,
ogir,3,
inza,2,
ornwo,4,
hilocyni,5,
laciati,3,
roteino,3,
rampo,3,
piru,2,
AILY,3,
todyni,3,
hicari,3,
prach,2,
rosimi,4,
iaff,3,
plinter,3,
ugosel,4,
iberni,3,
rickpro,4,
ugul,3,
lequi,3,
arbwi,4,
vermil,3,
ugwee,4,
pectralis,4,
aternaliz,5,
uspensi,4,
ynonymo,5,
iscomm,4,
axoph,3,
OWY,3,
aliot,3,
arrag,3,
reponemato,4,
apyrin,4,
amula,2,
eshow,3,
atash,2,
olothuri,4,
hoano,3,
hronologicall,5,
ubbu,4,
ultipointe,5,
orphographi,4,
onochrom,4,
riarch,3,
lobuli,4,
orticis,3,
kepticis,4,
ORTE,4,
OOR,3,
lastidula,4,
onothele,3,
reconf,3,
urios,2,
ISKY,4,
oslemi,4,
onochlor,4,
acobe,3,
ERUS,4,
andori,2,
ydippi,4,
xclusi,4,
redispersi,4,
ubywi,4,
isiblenes,5,
ownstre,4,
ransmutin,5,
agurin,3,
alsificati,4,
lossographic,4,
oundshar,4,
arthenw,4,
ALTIN,5,
icrospermo,5,
alatit,3,
URIS,3,
TYLE,4,
alophilo,4,
ranuli,4,
itrificati,4,
IMIN,4,
arseil,3,
usbandres,4,
atatoni,4,
enuinel,4,
redelineati,4,
anawar,3,
orphologi,4,
ELI,3,
russel,2,
ISAC,4,
alericu,3,
HON,2,
ETONY,4,
ahni,3,
atachres,3,
ENI,3,
uzzin,4,
ismarc,4,
uburb,3,
INKE,3,
remomet,3,
chaireri,4,
PTIO,4,
ubach,3,
irdik,3,
ubicula,4,
punki,2,
liantnes,4,
ystidi,4,
hloriti,4,
ricemi,4,
rayfl,4,
alillogi,4,
ASSY,4,
ladio,3,
undti,2,
limatologi,4,
gnoranc,5,
haca,2,
ducator,3,
readvic,3,
hospha,3,
ITC,3,
xognathi,4,
rajecti,4,
hrygi,4,
remendousl,4,
latosamin,4,
umberl,3,
lipso,3,
NDI,3,
atholic,3,
IXE,3,
ondemne,4,
amiliarnes,6,
affet,2,
ETTIN,5,
polloni,3,
innu,2,
arph,2,
itigati,3,
rurienc,4,
alf-,3,
repann,2,
urneri,3,
omileticall,4,
     ,1,
tratin,3,
----<,2,
potify,2,
dentl,3,
dwards,3,
---<,2,
sato,2,
ubbi,4,
   *,2,
ITTIN,5,
ranulitizati,6,
ndati,3,
dvantages,4,
rayers,3,
ctici,3,
OSY,3,
rtre,3,
tante,2,
ersel,3,
gador,2,
fige,2,
olenc,3,
terou,2,
antab,2,
едув,2,
vní,2,
irca,2,
ltab,3,
óric,2,
ighten,3,
ncei,3,
ight have ,3,
nd there ,3,
ativit,3,
 a ver,3,
 itsel,3,
    soc,3,
ција,2,
nd as,3,
own to ,2,
nder the ,3,
at there ,2,
hen they ,3,
is face,2,
ephridi,4,
icroscopi,5,
terve,2,
e way ,2,
  logg,3,
ou would ,3,
ntació,3,
20230,2,
"hich
",3,
   sock,3,
nd not,3,
it ha,3,
ut at ,3,
wn to ,3,
   tran,3,
hat there ,3,
o it ,2,
he way,2,
   os.,3,
 rememb,3,
 carri,2,
 remembe,3,
o say,2,
nd de,3,
20240,2,
he har,2,
ut no ,3,
o do ,2,
d hea,3,
 соста,2,
eguit,3,
ou are ,3,
hat did ,3,
eglect,3,
reeda,3,
ut if ,3,
unway,2,
e end ,2,
 We ,1,
otani,2,
alatablenes,5,
raternit,3,
rtan,3,
utpl,3,
     f',3,
""";",1,
cquired,3,
now what ,2,
rocellari,4,
own up,2,
riorshi,4,
hem. ,3,
rototheri,4,
f I ,2,
e land,2,
irebir,3,
 if so,2,
hrim,3,
óri,2,
he land,2,
uarri,3,
ulmina,4,
hat was ,3,
20210,2,
关部,2,
iF,2,
alendari,3,
ceğ,4,
 At ,1,
wn up,3,
urfurin,4,
" self, ",2,
比赛,3,
arcus,3,
"reak

",3,
acBoo,4,
"eak

",3,
regunt,3,
chnei,3,
f an ,2,
OOS,3,
alaysi,4,
bilida,3,
eliss,3,
有什,2,
dolescent,4,
xpenditu,5,
usati,2,
omosexu,4,
eculia,3,
会保,2,
eckh,3,
xqui,3,
or some ,2,
avarr,3,
rewin,3,
martphon,3,
ráfic,4,
ietoj,4,
royec,2,
ayP,3,
ronknes,4,
urbulen,4,
iemen,3,
eronic,3,
atigu,3,
eicest,3,
ovenan,4,
he very ,2,
ात्,3,
lataform,3,
uawe,3,
rohib,3,
eonar,3,
tvor,3,
uriosit,4,
ccue,3,
udap,2,
lovensk,4,
abricati,3,
amigli,3,
eijin,3,
kint,2,
ut she ,3,
abulo,3,
ompensati,4,
ith all ,3,
ubMe,4,
ateriá,4,
个人,2,
০১,2,
्ट,3,
ensingt,4,
antasti,3,
ilometr,4,
界各,2,
n its ,2,
alfaci,4,
ropieda,4,
xploitati,4,
martph,2,
onferan,3,
raffit,3,
rewer,3,
umaniti,4,
mergin,3,
antasi,3,
тримк,3,
onsultin,4,
otograf,3,
odifier,3,
egetab,3,
agamen,3,
ogistic,4,
onsumer,4,
ekka,3,
otoro,3,
iškotk,4,
riateľ,4,
arijua,3,
omplek,3,
zczeni,4,
cLar,3,
emeen,3,
ijek,3,
chrijv,4,
rodaj,4,
elaja,3,
neaker,3,
olgen,3,
ønst,3,
ardz,3,
euven,2,
hwil,3,
ietr,3,
aart,2,
alentin,3,
elij,2,
äyttä,4,
racov,2,
yndro,3,
HEI,3,
chul,2,
lavn,3,
ERSO,4,
cDonal,4,
alvati,3,
TATI,3,
ymfon,4,
peaker,3,
"           */
",3,
моци,2,
iblic,3,
HEC,3,
ubung,3,
ommentar,4,
ILTE,4,
REAT,3,
ELPE,4,
ORL,3,
sunam,3,
esuc,3,
hristianit,4,
omeP,3,
NPU,3,
ameObjec,5,
ETUR,4,
enhor,3,
товы,2,
unja,2,
NSER,3,
mbass,3,
ALU,3,
QLExcepti,6,
cottis,3,
onfedera,4,
ERSIO,5,
oein,2,
ultūr,4,
unicipalit,5,
"           );
",3,
ODAY,4,
ESSIO,5,
ECRE,4,
bsolutel,5,
ashvil,4,
ateTi,4,
hurs,3,
ccomplis,5,
ETHO,4,
ODUL,4,
ordPres,4,
reventi,3,
daptati,3,
artfor,3,
djustmen,4,
cquisiti,5,
ccompanie,5,
ARNIN,5,
grej,2,
ccelerati,5,
HIT,3,
daptiv,4,
ypeErr,5,
"           {
",3,
ggressiv,5,
atthe,3,
rchaeologic,6,
cceptanc,5,
ggrega,4,
ynast,3,
emeter,3,
rchbish,4,
gricultu,4,
dvertisemen,6,
xhibite,4,
xclusivel,5,
ccomplishe,6,
ALUE,4,
acilita,3,
xhibiti,5,
elebration,3,
elebrate,4,
xceede,3,
xcerp,4,
rquiv,4,
gypti,3,
quivalen,4,
xclusiv,5,
ccla,3,
elebrit,4,
apitaliz,5,
criptu,3,
lasgo,4,
ulfil,4,
fficientl,4,
ujar,3,
psil,2,
amilt,3,
avalr,3,
opefull,3,
ollywo,4,
valuati,3,
rohibiti,5,
iuda,3,
ascinatin,5,
elebriti,4,
uitari,3,
atalogu,4,
ocomotiv,6,
piscop,3,
agnitu,4,
udiciar,4,
lexibilit,5,
olocau,3,
ualifyin,5,
roceede,3,
recipitati,4,
ursuan,4,
ronounce,4,
ivalr,4,
redecess,3,
onorar,3,
uhamma,4,
regnan,3,
roceeding,4,
btainin,3,
eighbour,4,
orizont,3,
uarterl,4,
ultiplicati,6,
agnificen,4,
udwi,3,
rosperit,4,
ropagan,4,
eighbor,4,
redominantl,4,
ontenegr,5,
eighborin,4,
urrican,3,
egotia,3,
hoeni,4,
ecessaril,5,
utriti,3,
ozil,3,
cholarshi,5,
piritu,3,
raditionall,4,
rohibite,4,
henome,2,
ongoo,4,
seIn,3,
rimeir,4,
utrient,3,
hilosoph,5,
ltima,3,
ltimatel,5,
pokes,3,
ccasionall,5,
apabiliti,5,
itnesse,4,
olleyb,4,
egotiation,4,
klear,2,
ymmetri,5,
akist,2,
yntheti,4,
rajector,3,
ymptom,4,
eschich,3,
ymboli,4,
ponsor,4,
iberna,3,
atisfie,4,
napsho,3,
enezue,3,
usibl,3,
ubect,3,
icrosof,4,
cholarl,4,
iershi,3,
ponso,3,
onitorin,4,
unisi,3,
ersonati,4,
artak,2,
wentie,3,
panu,2,
ynops,3,
cinc,3,
linat,2,
rotagoni,5,
epow,2,
omol,2,
oact,2,
   	,2,
amli,2,
mbla,3,
rminis,3,
ssifi,4,
arthquak,4,
thele,2,
klam,2,
stible,2,
urante,2,
requenci,3,
tersh,3,
andab,2,
gain.,3,
ltad,3,
regiona,3,
rsid,3,
wisch,3,
rdai,3,
dificati,3,
--<,2,
islat,2,
derne,2,
ticol,3,
blie,2,
acab,2,
	got,2,
"
k",2,
against t,2,
gande,2,
nderstand ,4,
жав,2,
annota,2,
rom his,3,
restle,2,
erstand ,3,
nducti,3,
and u,2,
igado,2,
derstand ,3,
red th,2,
hat we ,3,
essad,2,
pagn,3,
rspa,3,
яма,2,
rtres,3,
aid to ,3,
hen you ,3,
among th,2,
trema,2,
rread,2,
ad a ,3,
perou,2,
ot f,3,
has be,2,
bout the ,3,
n old ,2,
ad not ,3,
o te,2,
es wer,3,
nd br,3,
against th,2,
   logg,3,
een c,2,
y are ,2,
be i,2,
rura,2,
d when,2,
nd si,3,
ot the ,3,
ut you ,3,
creensho,3,
 did no,2,
e sor,3,
"lass=""",3,
 which t,2,
 gett,2,
 happe,2,
s she,2,
“t,2,
  logger,3,
o much ,2,
an who ,2,
o him ,2,
nd when,3,
his is,2,
ng on ,3,
 openin,2,
  if so,3,
"ew
",3,
e used ,2,
But wh,3,
And wh,3,
omes ,2,
"ater, ",3,
tself ,2,
nd con,3,
the las,2,
o make ,2,
ghab,3,
round t,2,
he F,2,
nd su,3,
he side,2,
f min,2,
ime. ,3,
uố,2,
verli,2,
ut what ,3,
estles,2,
nd str,3,
do no,2,
lienc,3,
anss,2,
claus,2,
aşın,3,
achl,2,
      f',3,
ee that ,3,
tById,2,
thar,2,
hậ,3,
avés,2,
angon,2,
""");
",2,
ketin,3,
nd for ,3,
nd un,3,
ontgomer,5,
аши,2,
f them,2,
bootin,3,
reml,2,
at an,2,
boomin,3,
udicat,3,
. Tha,4,
ETC,3,
ith him,3,
";


",2,
nées,2,
e night,2,
ere are ,3,
she wa,3,
ensur,3,
рим,2,
rostitu,4,
ipil,3,
oplin,3,
"*
",2,
lablenes,4,
udiz,3,
"){
",2,
erito,2,
foull,2,
nseli,3,
earit,2,
hronologic,4,
ixat,3,
" 

",2,
ithing,3,
eticl,3,
nsto,3,
ogou,3,
volentl,3,
egistrat,4,
iscar,3,
vedl,3,
"    
",2,
ratuit,4,
ountan,3,
