t,c,err
-----------------------------------------------------------,11,
-------------------------------------------------------------,11,
---------------------------------------------------------------------,12,
-----------------------------------------------------------------,12,
------------------------------------------------------------,10,
--------------------------------------------------------------------------,13,
----------------------------------------------------,9,
---------------------------------------------------------------------------------,14,
---------------------------------------------------------------,11,
----------------------------------------------------------------------------------------,15,
-------------------------------------------------------------------------------,14,
---------------------------------------------------------------------------,13,
------------------------------------------------------------------------------------,14,
--------------------------------------------------------------------------------------,15,
--------------------------------------------------------------------,12,
------------------------------------------------------------------,11,
------------------------------------------------------------------------------,13,
----------------------------------------------------------------------------,13,
-----------------------------------------------------------------------------,14,
-------------------------------------------------------------------------,13,
--------------------------------------------------------------------------------,14,
------------------------------------------------------------------------,12,
-------------------------------------------------------------------------------------------,16,
-----------------------------------------------------------------------------------,15,
----------------------------------------------------------------------------------,14,
------------------------------------------------------------------------------------------,15,
-------------------------------------------------------------------------------------------------,17,
-----------------------------------------------------------------------------------------------,17,
-----------------------------------------------------------------------,13,
------------------------------------------------------------------------------------------------,16,
--------------------------------------------------------------,11,
----------------------------------------------------------------------------------------------,16,
--------------------------------------------------------------------------------------------------,17,
--------------------------------------------------------------------------------------------,16,
---------------------------------------------------------------------------------------------,16,
-----------------------------------------------------------------------------------------,16,
*******,2,
----------------------------------------------------------------------,12,
*****,2,
*********,2,
-------------------------------------------------------------------------------------,15,
***********,2,
---------------------------------------------------------------------------------------,15,
---------------------------------------------------------------------------------------------------,17,
*************,2,
*********************************,4,
***************,2,
***************************,3,
********************,2,
*************************************,4,
*********************,3,
****************************,3,
**************,2,
*****************,3,
**********************,3,
***********************,3,
******************************,3,
*****************************,4,
**********,2,
*******************,3,
*********************************************,5,
**********************************,4,
**************************,3,
******************************************,4,
*******************************************,5,
*************************,3,
****************************************,4,
***************************************,4,
********************************************,4,
***********************************************,5,
**************************************,4,
************************************,3,
****************************************************,5,
**************************************************************,6,
*******************************************************************,7,
********************************************************************,6,
*************************************************,5,
***************************************************,5,
**************************************************,5,
***********************************,4,
*******************************,4,
***********************************************************,6,
****************************************************************************,7,
*******************************************************,6,
*************************************************************,6,
*****************************************************************,7,
************************************************************************,6,
**********************************************************,6,
****************************************************************,6,
*************************************************************************,7,
**************************************************************************,7,
***************************************************************************,7,
**********************************************,5,
*********************************************************************,7,
*******************************************************************************,8,
******************************************************************************,7,
******************************************************************,6,
***********************************************************************,7,
*****************************************,5,
*****************************************************,6,
***************************************************************,6,
**********************************************************************************,8,
*********************************************************,6,
**********************************************************************,7,
******************************************************,5,
********************************************************************************,7,
************************************************************************************,7,
*****************************************************************************,8,
*********************************************************************************,8,
************************************************************,5,
*************************************************************************************,8,
***************************************************************************************,8,
***********************************************************************************,8,
*****************************************************************************************,9,
****************************************************************************************,8,
*******************************************************************************************,9,
***********************************************************************************************,9,
*********************************************************************************************,9,
********************************************************************************************,8,
*************************************************************************************************,9,
**********************************************************************************************,9,
#####,2,
******************************************************************************************,8,
#########################,3,
##########,2,
###########,2,
#######,2,
**************************************************************************************,8,
##############,2,
***************************************************************************************************,9,
##############################,3,
#################,2,
**************************************************************************************************,9,
#########,2,
####################,2,
#####################,3,
##########################,3,
################,1,
#######################,3,
###############,2,
#############################,3,
#############,2,
############################,2,
##################################,3,
###########################,3,
######################################,3,
###################,2,
########################################,3,
####################################,3,
###################################,3,
#################################,3,
************************************************************************************************,8,
######################,2,
#####################################,4,
#########################################,4,
##################################################,4,
#######################################,4,
###########################################,4,
#################################################,4,
############################################,3,
###############################,3,
##############################################,4,
######################################################,4,
#############################################,4,
##########################################,4,
#############################################################,5,
#####################################################,5,
#################################################################,5,
############################################################,4,
#########################################################,5,
###########################################################,5,
#####################################################################,6,
##########################################################,5,
###############################################,4,
#######################################################################,6,
###################################################,4,
##############################################################,5,
#######################################################,5,
####################################################################,5,
###################################################################,5,
##################################################################,5,
######################################################################,5,
##########################################################################,6,
#########################################################################,6,
####################################################,4,
##################################################################################,6,
####################################################################################,6,
#########################################################################################,7,
##############################################################################,6,
######################################################################################,6,
#################################################################################,6,
########################################################################,5,
################################################################################,5,
##########################################################################################,7,
###################################################################################,6,
#############################################################################,6,
#####################################################################################,7,
###########################################################################,6,
/////////,3,
############################################################################,5,
###############################################################################################,7,
/////,2,
#################################################################################################,7,
/////////////////,5,
###############################################################################,6,
#############################################################################################,7,
/////////////,4,
//////////////////,5,
///////////,3,
###################################################################################################,7,
//////////,3,
///////////////,4,
###########################################################################################,7,
#######################################################################################,7,
###############################################################,5,
##############################################################################################,7,
///////,2,
########################################################################################,6,
############################################################################################,6,
///////////////////,5,
################################################################################################,6,
/////////////////////////,7,
//////////////,4,
////////////////////////////,7,
/////////////////////////////,8,
///////////////////////,6,
//////////////////////////,7,
///////////////////////////,7,
////////////////////////////////////,9,
/////////////////////,6,
////////////////////,5,
///////////////////////////////////,9,
//////////////////////////////////////,10,
///////////////////////////////////////,10,
/////////////////////////////////,9,
////////////////////////////////////////,10,
//////////////////////,6,
///////////////////////////////////////////////,12,
//////////////////////////////////,9,
///////////////////////////////////////////,11,
//////////////////////////////,8,
/////////////////////////////////////,10,
///////////////////////////////,8,
////////////////////////////////////////////,11,
##################################################################################################,7,
//////////////////////////////////////////////,12,
////////////////////////////////////////////////////,13,
////////////////////////////////////////////////////////,14,
########################################################,4,
///////////////////////////////////////////////////////,14,
///////////////////////////////////////////////////,13,
/////////////////////////////////////////////////,13,
/////////////////////////////////////////////////////////////,16,
//////////////////////////////////////////////////////////,15,
/////////////////////////////////////////////////////,14,
//////////////////////////////////////////////////////////////////////,18,
////////////////////////////////////////////////////////////////////////,18,
//////////////////////////////////////////,11,
//////////////////////////////////////////////////,13,
/////////////////////////////////////////////,12,
/////////////////////////////////////////////////////////////////////////,19,
////////////////////////////////////////////////////////////////////,17,
/////////////////////////////////////////////////////////,15,
/////////////////////////////////////////////////////////////////,17,
///////////////////////////////////////////////////////////////,16,
//////////////////////////////////////////////////////////////,16,
////////////////////////////////////////////////////////////,15,
///////////////////////////////////////////////////////////////////,17,
/////////////////////////////////////////////////////////////////////,18,
/////////////////////////////////////////,11,
///////////////////////////////////////////////////////////,15,
///////////////////////////////////////////////////////////////////////,18,
//////////////////////////////////////////////////////,14,
////////////////////////////////////////////////////////////////////////////////,20,
/////////////////////////////////////////////////////////////////////////////,20,
/////////////////////////////////////////////////////////////////////////////////,21,
////////////////////////////////////////////////////////////////////////////,19,
///////////////////////////////////////////////////////////////////////////////,20,
//////////////////////////////////////////////////////////////////////////////////,21,
//////////////////////////////////////////////////////////////////////////////,20,
////////////////////////////////////////////////////////////////////////////////////////,22,
///////////////////////////////////////////////////////////////////////////////////,21,
/////////////////////////////////////////////////////////////////////////////////////////////,24,
/////////////////////////////////////////////////////////////////////////////////////,22,
//////////////////////////////////////////////////////////////////////////////////////,22,
//////////////////////////////////////////////////////////////////////////,19,
///////////////////////////////////////////////////////////////////////////////////////,22,
/////////////////////////////////////////////////////////////////////////////////////////,23,
////////////////////////////////////////////////////////////////////////////////////,21,
/////////////////////////////////////////////////////////////////////////////////////////////////,25,
//////////////////////////////////////////////////////////////////////////////////////////////,24,
//////////////////////////////////////////////////////////////////////////////////////////,23,
___________,2,
_____,2,
///////////////////////////////////////////////////////////////////////////////////////////,23,
///////////////////////////////////////////////////////////////////////////,19,
////////////////////////////////////////////////////////////////////////////////////////////,23,
//////////////////////////////////////////////////////////////////////////////////////////////////,25,
_________________,3,
_______________,3,
////////////////////////////////////////////////////////////////////////////////////////////////,24,
__________________,3,
_____________,3,
_________,2,
///////////////////////////////////////////////////////////////////////////////////////////////////,25,
_______,2,
///////////////////////////////////////////////////////////////////////////////////////////////,24,
______________,2,
//////////////////////////////////////////////////////////////////,17,
______________________,3,
___________________,3,
____________________________,4,
_______________________,4,
______________________________,4,
___________________________,4,
__________________________________________________,7,
_________________________,4,
_____________________,4,
____________________________________________________,7,
_________________________________________,6,
_____________________________,5,
____________________,3,
_______________________________________________________________,9,
__________________________________,5,
_____________________________________________________,8,
________________________________________,5,
_____________________________________,6,
__________________________,4,
_____________________________________________________________,9,
___________________________________________________,7,
______________________________________________________________,8,
___________________________________________________________,8,
__________________________________________,6,
_________________________________________________________________,9,
__________________________________________________________________,9,
___________________________________________________________________,9,
____________________________________________________________,8,
____________________________________________________________________,9,
_______________________________,5,
______________________________________________________________________,9,
_____________________________________________________________________,10,
____________________________________________________________________________,10,
_______________________________________________________________________,10,
_________________________________________________________________________________,11,
___________________________________________________________________________,10,
__________________________________________________________________________,10,
_________________________________________________________________________,10,
_____________________________________________________________________________,11,
________________________________________________________________________,9,
__________________________________________________________________________________,11,
______________________________________________________________________________________,11,
_______________________________________________________________________________,11,
___________________________________________________________________________________,11,
____________________________________________________________________________________,11,
_____________________________________________________________________________________,12,
________________________________________________________________________________,10,
___________________________________________________________________________________________,12,
_________________________________________________________________________________________,12,
________________________________________________________________________________________________,12,
_______________________________________________________________________________________,12,
______________________________________________________________________________,10,
__________________________________________________________________________________________,12,
________________________________________________________________________________________,11,
__________,2,
____________________________________________________________________________________________,12,
__________________________________________________________________________________________________,13,
_____________________________________________________________________________________________,13,
~~~~~~~~~~~~~~~~~~~,19,
~~~~~,5,
~~~~~~~~~,9,
~~~~~~~~~~,10,
~~~~~~~~~~~~~,13,
~~~~~~~,7,
~~~~~~~~~~~~~~~~~,17,
~~~~~~~~~~~~~~,14,
~~~~~~~~~~~~~~~~~~~~~~~~~,25,
~~~~~~~~~~~~~~~~~~~~~~~,23,
_________________________________________________________________________________________________,13,
_____________________________________________,7,
___________________________________________________________________________________________________,13,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,34,
___________________________________,5,
______________________________________________________________________________________________,12,
~~~~~~~~~~~~~~~~~~~~~,21,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,33,
____________________________________________,6,
______________________________________________,6,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,38,
_________________________________,5,
~~~~~~~~~~~,11,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,29,
~~~~~~~~~~~~~~~,15,
~~~~~~~~~~~~~~~~~~~~~~~~~~~,27,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,35,
_______________________________________,6,
_______________________________________________________,8,
______________________________________,5,
_________________________________________________________,8,
_________________________________________________,7,
________________________________________________________,7,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,31,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,39,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~,28,
~~~~~~~~~~~~~~~~~~,18,
__________________________________________________________,8,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,32,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,37,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,43,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,44,
____________________________________,5,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,30,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,46,
~~~~~~~~~~~~~~~~~~~~~~~~~~,26,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,42,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,36,
___________________________________________,6,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,53,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,45,
_______________________________________________,7,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,49,
~~~~~~~~~~~~~~~~~~~~~~,22,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,50,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,51,
~~~~~~~~~~~~~~~~~~~~~~~~,24,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,41,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,57,
~~~~~~~~~~~~~~~~~~~~,20,
______________________________________________________,7,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,55,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,64,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,52,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,54,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,56,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,47,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,70,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,60,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,62,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,69,
_______________________________________________________________________________________________,13,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,58,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,48,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,59,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,73,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,61,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,75,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,66,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,72,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,71,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,82,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,67,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,74,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,78,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,80,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,92,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,91,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,77,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,63,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,98,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,79,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,68,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,97,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,76,
.............,2,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,86,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,83,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,88,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,93,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,95,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,84,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,94,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,40,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,85,
...............,2,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,96,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,81,
..........................,3,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,90,
..............,2,
..........,2,
....................,2,
......................,2,
...................,2,
...........,2,
.................,2,
.............................,3,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,99,
.......................,3,
.......,2,
.....................................,4,
.........................,3,
.......................................,4,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,65,
...............................,3,
............................,2,
.....................,3,
........................................,3,
.................................,3,
..................................,3,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,87,
..........................................,4,
...................................,3,
...........................,3,
..............................,3,
.........................................,4,
............................................,3,
.....,2,
.....................................................,5,
..............................................,4,
.............................................,4,
...............................................,4,
.......................................................,5,
...................................................,4,
........................................................,4,
....................................,3,
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,89,
.................................................,4,
....................................................,4,
..........................................................,5,
...........................................................,5,
..............................................................,5,
......................................,3,
...................................................................,5,
.....................................................................,6,
............................................................,4,
.........,2,
.................................................................,5,
.........................................................,5,
....................................................................,5,
.........................................................................,6,
......................................................................,5,
............................................................................,5,
..............................................................................,6,
..................................................,4,
................................................................................,5,
...................................................................................,6,
........................................................................,5,
..............................................................................................,7,
.............................................................................,6,
..................................................................,5,
..........................................................................,6,
...............................................................,5,
...........................................,4,
..................................................................................,6,
.......................................................................................,7,
.................................................................................,6,
+++++++,4,
......................................................................................,6,
...........................................................................,6,
.............................................................................................,7,
.......................................................................,6,
...................................................................................................,7,
.........................................................................................,7,
++++++++,4,
+++++++++++++++++,9,
..........................................................................................,7,
........................................................................................,6,
++++++++++++++++++,9,
++++++++++,5,
+++++++++++++,7,
.............................................................,5,
.................................................................................................,7,
+++++++++++++++++++,10,
++++++++++++++++,8,
++++++++++++,6,
+++++++++++++++++++++++++,13,
+++++++++++,6,
++++++++++++++++++++,10,
......................................................,4,
+++++++++++++++++++++,11,
++++++,3,
+++++++++++++++++++++++,12,
++++++++++++++++++++++,11,
++++++++++++++,7,
++++++++++++++++++++++++,12,
+++++++++++++++++++++++++++,14,
................................................................................................,6,
...............................................................................................,7,
...........................................................................................,7,
+++++,3,
+++++++++++++++++++++++++++++++++,17,
++++,2,
++++++++++++++++++++++++++++++,15,
+++++++++,5,
++++++++++++++++++++++++++++++++++++,18,
+++++++++++++++++++++++++++++++,16,
+++++++++++++++++++++++++++++,15,
++++++++++++++++++++++++++++++++++++++,19,
++++++++++++++++++++++++++++++++,16,
++++++++++++++++++++++++++++++++++++++++,20,
...............................................................................,6,
++++++++++++++++++++++++++,13,
+++++++++++++++++++++++++++++++++++,18,
..................................................................................................,7,
.....................................................................................,7,
++++++++++++++++++++++++++++++++++,17,
++++++++++++++++++++++++++++++++++++++++++++,22,
++++++++++++++++++++++++++++,14,
++++++++++++++++++++++++++++++++++++++++++++++,23,
............................................................................................,6,
+++++++++++++++,8,
+++++++++++++++++++++++++++++++++++++++,20,
+++++++++++++++++++++++++++++++++++++++++,21,
++++++++++++++++++++++++++++++++++++++++++++++++++,25,
++++++++++++++++++++++++++++++++++++++++++,21,
+++++++++++++++++++++++++++++++++++++++++++++,23,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++,28,
+++++++++++++++++++++++++++++++++++++++++++++++,24,
+++++++++++++++++++++++++++++++++++++,19,
++++++++++++++++++++++++++++++++++++++++++++++++++++,26,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,31,
+++++++++++++++++++++++++++++++++++++++++++++++++++,26,
....................................................................................,6,
+++++++++++++++++++++++++++++++++++++++++++,22,
+++++++++++++++++++++++++++++++++++++++++++++++++++++,27,
++++++++++++++++++++++++++++++++++++++++++++++++++++++,27,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,32,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++,29,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,36,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,37,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,37,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,34,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,35,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,38,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,32,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,31,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++,28,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,30,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,40,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,39,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,42,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,29,
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,38,
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,30,
