t,c,err
Faunaes,5,
Faunaed,5,
Faunaly,5,
 Faunaly,5,
Faunas,4,
 Faunar,4,
Fauna:,5,
 Faunaed,5,
 aged.,3,
 Fauna:,5,
Faunaing,5,
Faunan,4,
aged.,3,
 Faunan,4,
"aged,",3,
" aged,",3,
 Faunas,4,
 Faunaing,5,
 aged;,3,
Faunar,4,
 Faunaest,5,
 Faunaer,5,
ageded,3,
 aged:,3,
 Fauna;,5,
 aged ,2,
aged;,3,
 agedr,3,
agedest,3,
faunar,3,
Faunaer,5,
agedr,3,
 Aged,3,
 agedest,3,
ageds,3,
 ageded,3,
agedes,3,
 ageding,3,
 ageds,3,
 agedn,3,
Aged ,3,
agedn,3,
 agedly,3,
agedly,3,
ageder,3,
Faunaest,5,
 agedes,3,
 Aged;,4,
"Aged,",4,
 Aged.,4,
 ageder,3,
Ageds,4,
ageding,3,
" Aged,",4,
Aged:,4,
 Ageded,4,
 Aged:,4,
aged:,3,
Aged.,4,
Agedly,4,
Agedes,4,
 Ageds,4,
 Aged ,3,
 Ageding,4,
Ageding,4,
Aged;,4,
 Agedes,4,
"convention,",3,
Agedn,4,
Agedest,4,
 Ageder,4,
Aged,3,
Ageded,4,
" convention,",3,
Ageder,4,
 Agedr,4,
 convention;,3,
convention;,3,
 convention ,2,
convention ,2,
conventioned,4,
 Agedn,4,
convention.,3,
 convention.,3,
 conventiones,4,
 Agedest,4,
Agedr,4,
 conventioning,4,
 convention:,3,
convention:,3,
conventionn,4,
"Fauna,",5,
 conventioned,4,
conventions,3,
Convention ,3,
conventiones,4,
"Convention,",4,
Convention.,4,
 conventionly,4,
 conventioner,4,
Convention;,4,
conventioning,4,
conventionly,4,
 conventionn,4,
 Conventions,4,
Conventions,4,
conventionest,4,
Conventiones,5,
Conventioned,5,
 Conventioned,5,
 Conventionly,5,
Conventioning,5,
Conventioner,5,
 Convention;,4,
" Convention,",4,
conventionr,4,
 Conventionest,5,
 Convention.,4,
agency ,2,
 agency ,2,
 Conventioning,5,
Conventionr,5,
 Convention:,4,
Conventionly,5,
 Convention ,3,
 Conventionr,5,
" agency,",3,
 Conventiones,5,
 conventionr,4,
"agency,",3,
 agency;,3,
agency.,3,
Conventionest,5,
Convention:,4,
 Conventionn,5,
agency;,3,
 agencys,3,
agency:,3,
agencying,3,
agencyes,4,
 conventionest,4,
 agency:,3,
 agencyer,4,
 agencyes,4,
 agencyn,4,
agencyed,4,
agencys,3,
 agencyed,4,
 agencying,3,
 agencyr,4,
" Agency,",4,
 agencyly,4,
agencyer,4,
 agencyest,4,
 agency.,3,
Conventionn,5,
agencyr,4,
 Agency:,4,
agencyest,4,
"Agency,",4,
agencyn,4,
Agencyed,5,
agencyly,4,
Agency;,4,
 Agencyed,5,
 Agency.,4,
Agencys,4,
Agencyer,5,
 Agencying,4,
Agency ,3,
 Agencys,4,
Agencyes,5,
 Agencyn,5,
Agency:,4,
"event,",2,
Agencyr,5,
 Agencyes,5,
Agencyest,5,
 Agencyr,5,
event;,2,
event:,2,
 Agencyest,5,
event.,2,
 Agencyly,5,
 Agency ,3,
 Agencyer,5,
 event:,2,
Agency.,4,
Agencyly,5,
event ,1,
 event ,1,
Agencying,4,
 eventing,3,
Agencyn,5,
" event,",2,
 event;,2,
 Agency;,4,
 evently,2,
eventing,3,
eventes,3,
 eventes,3,
 eventest,3,
 eventer,3,
eventest,3,
evently,2,
eventn,3,
 eventn,3,
eventr,3,
evented,2,
eventer,3,
 event.,2,
 evented,2,
Event ,2,
 eventr,3,
Eventes,4,
Event:,3,
 Event.,3,
 Event:,3,
 Evented,3,
Event;,3,
 Event;,3,
 Eventes,4,
 Eventing,4,
" Event,",3,
Eventer,4,
 italias,2,
 Eventest,4,
"Event,",3,
Eventing,4,
 Eventn,4,
 italia.,3,
italiaing,4,
italia;,3,
Event.,3,
 Event ,2,
 italiaing,4,
 italia;,3,
italiaer,4,
Evented,3,
 italiar,3,
italia ,2,
"italia,",3,
Italia:,4,
Italia ,3,
italiaest,4,
 italiaed,4,
 italiaest,4,
Evently,3,
 Italia;,4,
 Italiaest,5,
italiaes,4,
Eventest,4,
 Italias,3,
 italiaes,4,
" explorer,",4,
Italiaing,5,
 Italia.,4,
Italiaes,5,
explorerer,4,
explorer.,4,
 Italiaing,5,
 Italiar,4,
" Italia,",4,
Italiar,4,
 Eventer,4,
Italiaest,5,
Italias,3,
explorern,3,
explorer ,3,
" italia,",3,
explorered,3,
 explorer ,3,
Explorer:,5,
 explorering,3,
 Italia ,3,
explorer:,4,
 explorer;,4,
 Explorer:,5,
explorerly,4,
Explorered,4,
Explorer.,5,
italias,2,
 Evently,3,
 Italiaer,5,
 Explorered,4,
italialy,3,
Eventr,4,
 americanes,3,
american.,2,
"Explorer,",5,
"Italia,",4,
 italia ,2,
Explorerr,5,
explorerr,4,
Eventn,4,
Explorering,4,
Explorerer,5,
 explorerr,4,
 americanest,3,
 italialy,3,
 explorers,3,
Italia.,4,
 Explorern,4,
 americaned,3,
american:,2,
 American.,2,
 Explorerr,5,
american;,2,
Explorer ,4,
 Italialy,4,
 American ,1,
"explorer,",4,
americanest,3,
Explorern,4,
 explorerly,4,
americaner,3,
americanr,3,
 Eventr,4,
americanes,3,
 american:,2,
Americaned,4,
 american ,1,
 Americanr,4,
 american.,2,
 Explorerer,5,
exploreres,4,
americann,2,
 Americaner,4,
Americann,3,
 Americanly,4,
 explorer.,4,
" antoine,",4,
 exploreres,4,
Explorerly,5,
 explorern,3,
 Explorer;,5,
 Italiaes,5,
 americanr,3,
 Explorerly,5,
 antoineer,4,
explorering,3,
 antoines,3,
 Americanest,4,
antoine;,4,
Americaning,4,
antoineing,4,
italiar,3,
antoine:,4,
 explorered,3,
antoineest,4,
 Explorer.,5,
Italia;,4,
Explorerest,5,
Explorers,4,
 Americanes,4,
 Americann,3,
antoineed,4,
Americaner,4,
 antoineing,4,
 Antoine;,5,
"American,",2,
 antoine ,3,
american ,1,
 American;,2,
 antoineest,4,
 American:,2,
 Antoineed,5,
" Explorer,",5,
 Antoine:,5,
 Explorer ,4,
 Antoine ,4,
antoinely,4,
italiaed,4,
"american,",2,
 Italia:,4,
 antoine;,4,
 Antoineer,5,
americaning,3,
American.,2,
 americanly,3,
 antoinees,4,
antoine ,3,
 americaning,3,
stamp ,3,
Antoiner,5,
 stamp ,3,
antoiner,4,
" Antoine,",5,
 Antoineing,5,
 american;,2,
 stamp:,4,
antoinees,4,
American;,2,
Italiaed,5,
 americaner,3,
antoines,3,
 Explorering,4,
 Antoiner,5,
Antoine;,5,
 explorer:,4,
Antoineed,5,
italia.,3,
italia:,3,
Antoines,4,
americaned,3,
Italiaer,5,
stamp;,4,
 explorerest,4,
Stamp ,4,
stampes,3,
Americanr,4,
antoineer,4,
" stamp,",4,
Antoinely,5,
Stamps,4,
stamper,3,
 stamp;,4,
explorer;,4,
stamping,3,
stamply,3,
stampest,3,
Americanes,4,
 americann,2,
 stampn,3,
Antoine:,5,
"stamp,",4,
"Antoine,",5,
 antoinen,4,
 Antoinely,5,
 antoine.,4,
stamped,3,
Antoine ,4,
American ,1,
 italia:,3,
Stampes,4,
 Stamp;,5,
 Italiaed,5,
 stampes,3,
peace;,3,
Antoineest,5,
 antoine:,4,
Antoinees,5,
"peace,",3,
"Stamp,",5,
 Antoinees,5,
americanly,3,
 Stamp:,5,
peace:,3,
Stamply,4,
Stampr,4,
 peacees,3,
 peacely,3,
Stamp.,5,
 peaceer,4,
Antoineer,5,
 Stamping,4,
 peacen,3,
peacely,3,
peacer,3,
Antoinen,5,
explorers,3,
 peacer,3,
 Stamp.,5,
stampr,3,
 peaceed,4,
Stamping,4,
 peace ,2,
Explorer;,5,
 explorerer,4,
Stamp;,5,
peacen,3,
 Antoinen,5,
 Stamped,4,
 stampr,3,
 peaceest,4,
Peaceing,5,
 Stamply,4,
Peace ,3,
Peacely,4,
Stamp:,5,
 Americaning,4,
explorerest,4,
 stamping,3,
antoinen,4,
Americanest,4,
 Peacen,4,
Stamped,4,
 Stamps,4,
Stampest,4,
peaceed,4,
 Stampest,4,
 builders:,3,
 Peacer,4,
 Antoines,4,
 Stampes,4,
builderss,3,
American:,2,
 stamp.,4,
 stampest,3,
peaces,3,
peaceest,4,
"antoine,",4,
builders:,3,
peacees,3,
" peace,",3,
Peacer,4,
 peace:,3,
builders ,2,
Peaceer,5,
Peace:,4,
buildersed,4,
builders.,3,
 Antoineest,5,
Stamper,4,
" Stamp,",5,
peace ,2,
peaceing,4,
" American,",2,
" Peace,",4,
antoine.,4,
" builders,",3,
 Peaceing,5,
 buildersing,4,
 Americaned,4,
buildersr,4,
buildersest,4,
 buildersn,4,
peace.,3,
 builders.,3,
buildersn,4,
Builders ,3,
 buildersest,4,
 Peaces,4,
 buildersr,4,
" Builders,",4,
Builders.,4,
 Builders.,4,
 Builders ,3,
Builders:,4,
 Builders:,4,
 Builders;,4,
Builders,3,
 antoiner,4,
"Builders,",4,
Buildersed,5,
 Buildersing,5,
Buildersing,5,
 Builderses,4,
Buildersly,5,
 Buildersed,5,
Builderses,4,
Buildersn,5,
Builders;,4,
Builderser,4,
Builderss,4,
 Buildersn,5,
Buildersest,5,
 Buildersly,5,
 Builderser,4,
 Builderss,4,
 Buildersest,5,
Buildersr,5,
Peaceest,5,
 Buildersr,5,
Americanly,4,
 Explorerest,5,
 peaceing,4,
 builders;,3,
 builderss,3,
 antoinely,4,
beliefs ,4,
 Peace.,4,
 Peaceest,5,
 buildersly,4,
 beliefs.,5,
 italiaer,4,
 Exploreres,5,
 Peacely,4,
builders;,3,
Stampn,4,
 Peace ,3,
 Stampr,4,
 beliefs ,4,
 Explorers,4,
 Peaceer,5,
 builderser,3,
buildersly,4,
 Peace;,4,
Peacees,4,
"beliefs,",5,
Antoineing,5,
 stamply,3,
" beliefs,",5,
 Peace:,4,
Peaceed,5,
Peace.,4,
 antoineed,4,
stamp:,4,
 beliefses,4,
 builderses,3,
 beliefss,4,
Peace;,4,
Peaces,4,
 Stamp ,4,
 buildersed,4,
 Antoine.,5,
Exploreres,5,
 Peacees,4,
builderses,3,
 Peaceed,5,
beliefs:,5,
" american,",2,
 stamper,3,
beliefses,4,
buildersing,4,
Peacen,4,
"builders,",3,
peaceer,4,
 Stampn,4,
beliefss,4,
stampn,3,
beliefs;,5,
 peaces,3,
"Peace,",4,
stamp.,4,
 beliefsly,5,
beliefsly,5,
beliefs.,5,
beliefser,4,
 builders ,2,
Italialy,4,
Antoine.,5,
beliefsn,5,
builderser,3,
 beliefsing,5,
 beliefs:,5,
 beliefser,4,
beliefsing,5,
beliefsed,5,
 beliefs;,5,
beliefsr,5,
 beliefsed,5,
 beliefsest,5,
beliefsest,5,
 beliefsn,5,
 Beliefs,5,
 peace;,3,
songwriter ,4,
 peace.,3,
"songwriter,",5,
 beliefsr,5,
Beliefs;,6,
 Beliefsn,6,
Beliefsr,6,
 songwriter ,4,
 songwriter:,5,
songwriter;,5,
" songwriter,",5,
songwriter:,5,
songwriter.,5,
 songwriter.,5,
 Beliefsr,6,
songwritered,4,
 songwriterly,5,
songwriteres,5,
 songwritering,4,
songwriterly,5,
 songwriterer,5,
songwriters,4,
 songwritered,4,
 songwriters,4,
songwriterest,5,
 Songwriter.,6,
songwritering,4,
 songwriteres,5,
"Songwriter,",6,
 songwriterest,5,
songwritern,4,
 songwriter;,5,
 songwriterr,5,
Songwriter,5,
 Songwriter:,6,
songwriterr,5,
 Songwriter,5,
 songwritern,4,
songwriterer,5,
Songwritered,5,
 Songwriteres,6,
 Songwriters,5,
 Songwriterer,6,
 Songwriter ,5,
Songwriter ,5,
" Songwriter,",6,
Songwritern,5,
Songwriterr,6,
birds;,3,
Songwriterer,6,
 Songwriterly,6,
 Songwritered,5,
 birds:,3,
"Beliefs,",6,
 birds;,3,
" Beliefs,",6,
 Beliefs:,6,
Beliefs:,6,
Beliefs.,6,
Beliefsest,6,
birdsr,4,
birdsest,4,
 Beliefsing,6,
 Beliefs ,5,
Beliefsn,6,
Beliefser,5,
Beliefs,5,
 Beliefsest,6,
 Beliefs.,6,
Beliefss,5,
Beliefsing,6,
 Beliefsed,6,
Beliefses,5,
 Beliefsly,6,
 Beliefss,5,
 Beliefses,5,
Beliefs ,5,
Songwriter:,6,
Beliefsly,6,
 Beliefs;,6,
Beliefsed,6,
 Beliefser,5,
 birds.,3,
"ottawa,",5,
" birds,",3,
 birdses,3,
Songwriterly,6,
Birdsly,5,
 Songwriterest,6,
birds.,3,
Songwriter;,6,
ottawaly,5,
 birdsn,4,
Birds:,4,
 ottawaed,5,
 Birdsest,5,
Birdsr,5,
 Ottawa ,5,
 Birdsing,5,
ottawa:,5,
estaes,3,
ottawa;,5,
estaed,3,
Birds ,3,
 birdsing,4,
birdses,3,
 ottawaer,5,
Birdsest,5,
esta:,3,
ottawaed,5,
estaly,3,
 Birds:,4,
birdsing,4,
 Ottawan,5,
 Songwriter;,6,
 ottawaes,5,
Ottawaed,6,
birdsly,4,
ottawan,4,
Birdsed,5,
 birdser,3,
ottawar,4,
ottawaer,5,
 Songwriterr,6,
esta ,2,
 Birdsn,5,
 esta:,3,
ottawa ,4,
Ottawar,5,
Estaes,4,
 ottawaly,5,
 ottawan,4,
 Ottawaes,6,
Ottawaly,6,
Birdses,4,
"Birds,",4,
" esta,",3,
 birdsly,4,
 Ottawaing,6,
 Estaer,4,
ottawaes,5,
 ottawa:,5,
Birdss,4,
Estaed,4,
prevents ,3,
 ottawaest,5,
Songwriters,5,
" ottawa,",5,
 Birds.,4,
" Ottawa,",6,
estaer,3,
 Ottawaly,6,
Birdser,4,
preventses,3,
Ottawan,5,
preventsed,4,
 estaed,3,
ottawa.,5,
 esta.,3,
estaest,3,
 Esta ,3,
 Songwritering,5,
"esta,",3,
 ottawas,4,
 preventss,3,
Ottawa:,6,
 ottawa ,4,
preventsest,4,
 Birds;,4,
 preventsest,4,
 preventsn,4,
 estaly,3,
birdsed,4,
 Songwritern,5,
 Estaing,4,
Prevents ,4,
preventser,3,
 ottawar,4,
 esta ,2,
 Estaes,4,
Estaing,4,
Birdsn,5,
Prevents:,5,
Ottawa ,5,
"Prevents,",5,
 estaing,3,
 Preventss,4,
esta.,3,
 Ottawa;,6,
Esta ,3,
 Ottawaed,6,
 Estaest,4,
 Birds ,3,
 preventsr,4,
 Prevents.,5,
 Preventser,4,
 birdsr,4,
Ottawas,5,
birdss,3,
Ottawa.,6,
prevents;,4,
Preventss,4,
" Prevents,",5,
 birds ,2,
Preventsed,5,
 preventser,3,
njih.,3,
ottawaest,5,
 Esta:,4,
 njih.,3,
 Ottawar,5,
prevents.,4,
 Prevents;,5,
 estaest,3,
 Estaly,4,
birds:,3,
Preventsest,5,
Songwriteres,6,
 Birdses,4,
Estaer,4,
 Ottawa.,6,
 njihes,3,
 Ottawaer,6,
njihs,3,
 njihn,3,
Ottawa;,6,
 Birdsly,5,
 estaes,3,
 Esta;,4,
Ottawaest,6,
 estaer,3,
Esta.,4,
 Birdsr,5,
njihing,3,
 prevents ,3,
njihes,3,
 Esta.,4,
 ottawa.,5,
ottawas,4,
Birds;,4,
preventsn,4,
Estaest,4,
 Preventsly,5,
preventsly,4,
birdsn,4,
 njihing,3,
 njiher,3,
njih:,3,
 preventsed,4,
 njihly,3,
 birdsest,4,
Prevents;,5,
Njih.,4,
 birdss,3,
 preventsing,4,
njihn,3,
birds ,2,
Njihs,4,
Preventser,4,
"prevents,",4,
Preventsing,5,
Esta:,4,
 preventsly,4,
 ottawa;,5,
preventss,3,
Preventses,4,
Njih ,3,
 Prevents ,4,
 ottawaing,5,
 Preventsest,5,
Preventsr,5,
 njih;,3,
 Njiher,4,
 Njihest,4,
"birds,",3,
Njihn,4,
Njiher,4,
Njihr,4,
Njihest,4,
"Ottawa,",6,
 Njihr,4,
Njih:,4,
Songwriterest,6,
system ,1,
"system,",2,
 Birdser,4,
 Njihn,4,
 system.,2,
system.,2,
 system ,1,
system;,2,
 systemes,3,
systeming,3,
systemed,3,
systemly,3,
 systeming,3,
system:,2,
 systemer,3,
systemest,3,
 systemr,3,
systemer,3,
System ,1,
 systemly,3,
 Ottawaest,6,
 systemn,3,
 System ,1,
" system,",2,
 system;,2,
systemn,3,
systemes,3,
 njihr,3,
System.,2,
 systemest,3,
"System,",2,
 estan,2,
 systemed,3,
Njih,3,
 Ottawas,5,
" System,",2,
systemr,3,
esta;,3,
njihed,3,
Ottawaer,6,
Estaly,4,
njiher,3,
 Njihed,4,
 System.,2,
Songwritering,5,
birdser,3,
 Njihs,4,
 System:,2,
 preventses,3,
 Preventsr,5,
" Esta,",4,
" Njih,",4,
Birdsing,5,
Preventsly,5,
Prevents.,5,
Ottawaing,6,
 prevents:,4,
Estan,3,
Systeming,4,
 Njih ,3,
Ottawaes,6,
 Prevents:,5,
 Njihly,4,
 Estan,3,
 njihest,3,
