t,c,err
：,1,
nderso,3,
tret,2,
rocedu,4,
sistin,3,
ortin,3,
eserve,3,
ontroll,4,
spera,2,
",",1,
ntrar,4,
eject,2,
eact,2,
ontrar,4,
ncent,3,
reates,2,
uggl,3,
nstance,3,
，,1,
Elemen,4,
ed .,3,
iming,2,
 itali,2,
newe,2,
ntest,3,
hats,2,
.,1,
ing .,3,
：,1,
egund,2,
",",1,
；,1,
：,1,
；,1,
rste,2,
。,1,
。,1,
alkin,3,
rocedur,4,
rged,2,
",",1,
；,1,
.,1,
erritor,3,
lerg,3,
mpara,3,
，,1,
owse,2,
razi,2,
evis,2,
ttribut,4,
rodukt,4,
iscip,3,
nves,2,
rovinci,4,
ontribut,4,
icad,2,
rivat,3,
。,1,
efus,2,
lores,2,
、,1,
structo,2,
、,1,
utomati,3,
xtern,3,
rigin,3,
ormu,3,
alculat,3,
ontain,3,
trok,2,
eetin,3,
reasur,3,
ominate,3,
tatistic,4,
rchitectur,5,
atistic,3,
stione,2,
ntribut,4,
iewe,3,
ailo,3,
hrow,3,
ostin,3,
arriag,3,
ntall,3,
omment,2,
",",1,
corde,2,
uestione,3,
dvantag,4,
nvent,3,
ocati,3,
rther,2,
ndors,3,
barr,2,
 figu,2,
emembe,3,
emande,2,
ominati,3,
figur,2,
ominatio,4,
echt,2,
uato,2,
：,1,
、,1,
tributi,3,
，,1,
premi,2,
harit,2,
。,1,
hees,2,
iciou,3,
irabl,3,
tates,2,
，,1,
pena,2,
olori,2,
.,1,
burs,2,
ompani,3,
evelo,3,
ickin,3,
nual,2,
spire,2,
tave,2,
nvers,3,
terval,2,
；,1,
endere,2,
ecorde,4,
nfant,3,
ddition,3,
logge,2,
rten,2,
ranslate,4,
catte,2,
mpost,3,
nterval,3,
enea,2,
electi,2,
ngage,3,
tatement,3,
flam,2,
hoppin,4,
oads,2,
inish,2,
mparat,3,
nward,2,
orpora,3,
nterv,3,
nterio,3,
dentifi,4,
.,1,
breas,2,
eppe,3,
ncounte,4,
",",1,
onsiderabl,6,
fric,2,
ccost,3,
rande,2,
ffective,3,
 riche,2,
cademical,3,
taile,2,
abat,2,
arking,2,
ffection,3,
fricati,3,
pology,2,
fricatio,4,
rotester,3,
 foc,2,
ngka,3,
oost,2,
 energi,2,
nface,2,
nsiderabl,6,
aund,2,
ctivit,4,
usie,2,
llision,2,
finiti,3,
lision,2,
egation,2,
bani,2,
adly,2,
 debi,2,
erely,2,
ames ,2,
ar:,3,
。,1,
ar!,3,
，,1,
siderabl,4,
ecant,3,
arec,2,
：,1,
ar?,3,
",",1,
.,1,
llie,2,
、,1,
nstanc,4,
；,1,
rading,2,
mplain,3,
raded,2,
dora,2,
mics,2,
adiu,3,
orag,2,
rofess,3,
nches,2,
irlin,3,
ncore,3,
orward,2,
ambl,3,
flar,2,
execu,2,
ermination,3,
toir,2,
ublik,3,
inanci,3,
eception,2,
jectio,3,
 remov,2,
hampion,3,
scour,2,
ar;,3,
ummar,3,
iscour,3,
cademia,3,
treng,2,
onsult,3,
lues,2,
imatel,3,
erven,2,
ibert,3,
arble,2,
artne,2,
commende,2,
utos,2,
ема,2,
uests,2,
edica,2,
nnie,3,
anera,2,
flatio,3,
dministra,3,
nvade,3,
annin,2,
lond,2,
ecru,3,
ngland,3,
altr,2,
flati,2,
xpos,3,
arner,2,
ersec,3,
tched,2,
ndustria,4,
rimera,3,
iseas,3,
romete,2,
raha,2,
istem,2,
torie,2,
  let ,2,
dustria,3,
ttract,3,
ar .,3,
  public ,2,
nsin,3,
          */,2,
  class ,2,
  private ,2,
mpris,3,
inima,2,
lert,2,
sease,2,
       */,2,
lbert,3,
nnual,3,
  var ,2,
ctress,3,
alance,2,
mmune,3,
bsent,3,
ustralia,4,
ffair,3,
stado,2,
ompos,3,
rancis,3,
  static ,2,
hristian,3,
         */,2,
ormally,3,
fected,2,
omplain,3,
nimal,3,
efender,2,
exter,2,
 employe,2,
ebruar,4,
emand,2,
 economi,2,
nime,2,
etained,2,
ntries,3,
rojet,3,
роцес,3,
rojek,3,
ncert,3,
  function ,2,
evelop,3,
ontre,3,
hecks,3,
ormula,3,
amage,2,
ommunication,4,
nvironment,4,
oined,2,
ecision,3,
oncert,3,
mands,2,
omini,2,
omputation,3,
ecay,3,
eide,2,
efend,2,
urning,2,
r's,2,
elete,2,
ommander,3,
mmander,3,
ackward,3,
ontinent,4,
ommence,3,
ngines,3,
scort,2,
ssign,3,
oncept,3,
finition,2,
igns,2,
gines,2,
ilming,3,
efinition,3,
irline,2,
onstant,3,
osts,2,
pisode,3,
ombination,3,
hampionship,4,
bination,2,
ontroller,4,
tination,2,
xpression,3,
mbination,3,
egree,2,
nvince,3,
andler,2,
etText,2,
eaders,3,
iscount,3,
ndie,3,
nstead,3,
ichard,3,
epublican,3,
ulie,3,
epresentative,4,
nterview,3,
troller,2,
ecording,3,
onnection,3,
epair,2,
obert,2,
nception,2,
eights,2,
inister,2,
oader,2,
mmence,3,
cording,2,
lassification,3,
assive,2,
egistration,3,
dication,2,
egime,2,
tner,2,
 koj,2,
esident,2,
eclare,3,
ohns,3,
gistration,3,
 otr,2,
litician,2,
terview,2,
gime,2,
evices,2,
fficer,3,
istener,2,
elative,2,
eceive,3,
ecover,3,
elper,2,
odification,2,
rofit,3,
 principa,2,
eriode,3,
alks,2,
redential,2,
olitician,3,
ccessor,4,
egend,2,
rofessional,4,
teep,2,
gnature,3,
ustomer,4,
ubmission,4,
bmission,3,
esource,2,
taging,2,
enator,2,
erforms,3,
ncrease,4,
iege,2,
ucture,3,
heate,2,
cheste,3,
bducen,3,
orture,2,
tudio,3,
ubject,3,
heater,2,
employe,2,
toppe,3,
ainting,3,
onvince,3,
bieti,3,
bsconde,4,
ignature,3,
bscon,3,
bsente,3,
rture,2,
orker,2,
borti,2,
bsolv,4,
ccidenc,5,
bominat,3,
ccentu,4,
bderi,3,
bominabl,4,
ccountabl,5,
busio,2,
ccusabl,5,
cheni,3,
ntroller,4,
cidit,3,
cescenc,4,
chille,2,
ionabl,4,
chordat,3,
dherenc,4,
ctualis,4,
ccidi,4,
dmedi,4,
cromi,3,
victi,2,
ctionabl,5,
ccidenta,5,
bomin,3,
contiu,3,
dulat,3,
finitio,3,
dher,2,
ciera,3,
bscis,3,
dapi,3,
issile,2,
fricanis,4,
articipant,3,
ermission,3,
plice,2,
chorda,3,
dorabl,4,
dagi,3,
fsha,3,
dministrat,4,
ommerci,4,
fluenc,4,
ouis,3,
dvertenc,5,
dradi,3,
ccepte,4,
owers,2,
mmerci,4,
ricanis,4,
stener,2,
fterno,3,
bserve,3,
aive,2,
argina,2,
otification,2,
dmedia,4,
rovider,3,
iode,2,
artie,2,
roduto,3,
dmitt,4,
dmirabl,5,
droi,2,
hicke,3,
ispar,3,
rofitabl,5,
dvisabl,5,
ffectivel,5,
dventis,3,
mulatio,4,
chema,2,
ensel,3,
ermos,3,
wner,2,
utside,2,
edil,2,
urely,2,
ccupie,4,
tadi,3,
ubbl,4,
ublication,3,
usician,2,
tandard,3,
ffronte,4,
ignmen,4,
nversio,3,
ccret,3,
nitt,3,
echnologi,4,
ignit,3,
utsid,3,
hifte,3,
nefi,3,
eadlin,4,
rackin,3,
arrio,3,
nversi,3,
alari,2,
chnologi,4,
ffinit,4,
utsi,3,
eori,2,
uristi,3,
lergi,3,
istil,2,
mploye,3,
emode,2,
llergi,3,
lumbi,4,
nspire,3,
odde,2,
pille,2,
ducin,3,
ntroduce,5,
sterit,3,
egrad,3,
mergenc,4,
lectivel,4,
ippl,3,
legati,2,
legatio,3,
omine,2,
hippe,3,
elpe,3,
tackin,3,
cussio,3,
exua,2,
ressur,3,
rafi,3,
olleg,3,
atee,2,
utle,2,
ficad,3,
romotion,3,
ignatu,4,
olumbi,4,
ronge,3,
eriv,3,
mercia,3,
ecorat,4,
nalyse,4,
ragi,3,
etir,2,
ampan,3,
oaste,3,
sultin,3,
uffere,3,
amee,2,
radua,2,
alyse,3,
troduce,3,
rcia,3,
enefi,3,
sulta,3,
ranci,3,
eminis,3,
ignatur,4,
  {,2,
ndividua,4,
  );,2,
corat,2,
ecessit,4,
ergenc,4,
piso,2,
ealiza,4,
nalytic,4,
nsequenc,5,
avorit,3,
adis,2,
ixtu,4,
teti,2,
nstructo,4,
arrie,3,
arlie,3,
ecyc,4,
elegat,3,
dapte,3,
stimate,3,
anua,2,
ssociat,4,
epresentativ,5,
ivida,3,
riteri,3,
ustrali,4,
pisod,3,
viatio,3,
ruste,3,
aughte,3,
epubli,3,
earanc,3,
esourc,3,
ttribute,4,
hristin,3,
xperiment,4,
xperienc,4,
rivilege,4,
fensiv,4,
ppearanc,5,
ontrolle,5,
viati,2,
egatio,3,
sertio,3,
servatio,3,
rializ,3,
alytic,3,
iagr,3,
tributio,3,
urpl,3,
ertificat,4,
odifie,3,
dexe,3,
nfinit,4,
ormatte,4,
onsequenc,5,
aginatio,4,
dentifie,4,
entifie,3,
nstantl,4,
evea,2,
ixtur,4,
nducte,3,
ducte,3,
urpos,3,
esolv,3,
thlet,3,
esolve,3,
rivileg,4,
ruggle,4,
olecu,3,
ruggl,4,
raduate,3,
avigat,3,
ransforme,4,
radition,2,
ortra,3,
warde,2,
olecul,3,
truggl,3,
eachin,3,
aginati,3,
efuge,3,
rigge,3,
dividua,3,
ndicate,4,
ndexe,4,
licke,2,
roubl,3,
uppli,3,
obilit,3,
ackag,3,
ortl,3,
wned,2,
rouble,3,
atellit,3,
colou,2,
entenc,3,
eliver,3,
ncour,3,
mmande,3,
atering,2,
eamin,3,
frican,2,
electe,2,
evisi,3,
ccasion,4,
onstan,3,
etValu,3,
ealer,3,
reats,2,
Conten,3,
nd:,3,
fuge,3,
.,1,
tters,2,
nstea,3,
upporte,3,
ार,2,
ne?,3,
nvis,3,
ne;,3,
talin,2,
ealing,3,
：,1,
nd!,3,
retc,2,
 ande,2,
voide,2,
ersonn,4,
、,1,
ampin,3,
et!,2,
。,1,
，,1,
nd .,3,
takin,2,
uestion,3,
truggle,3,
et?,2,
mputation,3,
ne .,3,
nd;,3,
nd?,3,
uilder,3,
harte,2,
artia,2,
；,1,
usua,2,
ne!,3,
et;,2,
pariso,3,
ortabl,4,
ne-,3,
Imag,3,
nexe,3,
extu,2,
nnexe,4,
untim,2,
etain,2,
mmut,3,
orps,2,
ompetiti,5,
liente,2,
xpresse,4,
hortag,3,
urtl,3,
onste,2,
omepag,3,
niversities,3,
hysician,3,
ollege,3,
oncre,3,
ighl,3,
etName,2,
ntoin,4,
onventio,3,
eadm,3,
erforming,3,
ookl,3,
iversities,3,
asabl,3,
actori,2,
ducati,3,
chedul,3,
mpresse,4,
blik,2,
olour,2,
odles,2,
arched,2,
approv,2,
Clic,3,
itles,2,
urti,2,
alabl,3,
mient,2,
；,1,
.,1,
tives,2,
illiam,3,
xting,2,
",",1,
、,1,
：,1,
onventi,3,
latfor,3,
atents,2,
cipe,3,
。,1,
activi,2,
atione,2,
allac,2,
lementin,3,
eavin,3,
eakin,3,
 rege,2,
pott,2,
ariet,3,
esert,2,
ecisi,4,
tache,2,
 solv,2,
ogger,3,
emember,2,
eanin,3,
robab,2,
pporte,3,
vening,2,
arce,2,
ssist,3,
ecipe,4,
ię,2,
elies,2,
ventuall,4,
nimate,3,
orgo,3,
ributi,3,
nvok,3,
lloca,3,
mmutabl,5,
voke,2,
harge,2,
omebod,3,
iğ,3,
ttemp,4,
pectr,3,
opula,2,
ncourage,4,
ffecte,4,
allbac,3,
，,1,
robl,2,
nitialize,4,
hones,2,
ileNam,4,
ileNa,4,
ndustr,4,
nitializ,4,
oadwa,4,
wning,2,
esire,2,
nfusi,4,
inles,2,
frai,2,
tretche,3,
dange,2,
if ke,3,
Vie,3,
terac,2,
eapo,3,
academ,2,
hreat,3,
owde,2,
hereb,3,
bater,2,
 abat,2,
actabl,3,
ffine,3,
abam,2,
omfor,3,
earche,2,
pyrigh,5,
tractiv,4,
actab,2,
chete,2,
hortl,3,
itialize,3,
chate,2,
arkin,3,
darke,2,
efame,2,
espite,2,
ctine,3,
 lande,2,
 activat,2,
odiu,3,
igning,2,
остав,2,
 potat,2,
oriou,3,
lectin,3,
omparat,3,
fende,2,
arva,2,
bjet,3,
oody,2,
nstru,3,
chene,2,
onduct,3,
:2,2,
tings,2,
onker,2,
telle,2,
merica,2,
clima,2,
 acade,2,
ssines,3,
itializ,3,
eins,2,
schis,2,
riker,2,
nval,2,
sidual,3,
hils,2,
isag,2,
nection,2,
tached,2,
bscu,3,
evered,2,
ndign,3,
esidual,3,
eetl,3,
mutabl,4,
affin,2,
erice,2,
orming,2,
essines,2,
chnician,3,
translat,2,
 enten,2,
 dua,2,
elika,2,
picke,2,
astel,2,
ltern,3,
biologica,3,
vival,2,
 gee,2,
sciou,3,
earched,2,
famou,2,
adles,2,
orah,2,
etag,2,
nact,2,
floo,2,
austi,2,
hilip,3,
riation,2,
nnection,3,
biologic,3,
 lil,2,
llust,2,
 geno,2,
ealit,3,
anine,2,
rney,2,
rton,2,
reced,2,
rcher,3,
epict,2,
oison,2,
cton,2,
scree,2,
yron,2,
nnex,3,
unny,2,
olling,2,
efence,2,
olea,2,
epository,2,
lague,2,
arling,2,
 blad,2,
adre,2,
otable,2,
earching,2,
echnician,3,
orque,2,
 replie,2,
varie,2,
rmative,3,
 attac,2,
dowe,3,
rective,2,
、,1,
、,1,
。,1,
",",1,
rpora,3,
：,1,
.,1,
nely,2,
，,1,
nees,2,
e：,2,
e，,2,
uched,2,
：,1,
elega,2,
orale,2,
、,1,
",",1,
、,1,
；,1,
，,1,
e。,2,
",",1,
.,1,
e；,2,
cede,2,
，,1,
arved,2,
",",1,
。,1,
，,1,
herei,2,
：,1,
",",1,
llied,2,
 repli,2,
、,1,
。,1,
 violat,2,
e、,2,
passabl,3,
owsk,3,
.,1,
；,1,
：,1,
овор,2,
entere,2,
ssis,3,
；,1,
usabl,3,
，,1,
.,1,
alves,2,
。,1,
articip,2,
ciona,3,
stator,2,
angere,2,
aison,2,
ollage,3,
 execu,2,
 translat,2,
profi,2,
otiona,3,
igati,2,
 wir,2,
elso,2,
 popu,2,
ehave,3,
 residu,2,
ssic,3,
uari,2,
uranc,3,
evote,2,
 routin,2,
lockin,3,
rves,2,
irectio,3,
tating,2,
evise,2,
outub,2,
inale,2,
。,1,
ndice,3,
regist,2,
ssoci,4,
 residenc,3,
tially,2,
ppel,3,
；,1,
ndivid,4,
；,1,
mplication,3,
ritica,3,
igrati,3,
irecti,3,
uito,2,
действ,2,
дава,2,
cides,2,
egret,2,
nack,2,
eant,2,
mbry,3,
xplica,3,
rotist,3,
явлени,3,
atemen,3,
redito,2,
trada,2,
gret,2,
acult,2,
estati,2,
arred,2,
 induc,2,
egener,2,
arece,2,
nterven,3,
emocr,3,
mmers,3,
estatio,3,
pringe,3,
ultin,3,
ári,2,
ecount,3,
nfused,3,
versatio,3,
ablin,3,
ssages,3,
 organi,2,
pends,2,
evised,2,
imensi,3,
ntender,3,
fended,2,
osting,2,
mporte,3,
roving,2,
 believ,2,
ncess,3,
enote,2,
igratio,3,
terven,2,
scret,2,
asticall,3,
rader,2,
знани,2,
useu,2,
onstru,3,
estiva,3,
plend,2,
ngers,3,
etros,2,
mpte,3,
amese,2,
malin,2,
talle,2,
ありま,3,
ltre,3,
urces,2,
olte,2,
udso,2,
pprox,3,
relan,2,
mping,2,
ात,2,
itag,2,
ाल,3,
вори,2,
aciona,3,
rogression,3,
nsists,3,
информаци,3,
lø,2,
arru,2,
tın,2,
rganis,3,
nere,2,
 approv,2,
есе,2,
：,1,
efining,2,
телн,2,
mplied,3,
centrati,3,
rocure,3,
epression,2,
centratio,3,
 legi,2,
 archiv,3,
ffered,3,
 famili,2,
mended,2,
mista,2,
ontinua,4,
fining,2,
fending,2,
osé,2,
eported,2,
onfigur,4,
claratio,3,
epublik,3,
ndol,3,
ccred,3,
generi,2,
stings,2,
imensio,3,
ndependen,4,
gistra,3,
clarati,3,
писани,2,
republi,2,
mmons,3,
ompris,3,
strumen,3,
održa,2,
oncord,3,
riori,2,
aptur,3,
použív,2,
estina,2,
tinua,3,
roves,2,
erific,2,
dited,2,
queri,2,
ssocia,4,
уществ,3,
isea,2,
iativ,3,
staine,2,
krin,2,
urfac,3,
intag,2,
eligh,3,
roze,2,
terim,2,
arns,2,
imita,2,
rimar,3,
tudie,3,
insto,2,
frare,2,
ncord,3,
harnes,3,
efund,2,
usica,2,
služb,2,
rgest,3,
retnin,3,
     def ,2,
      class ,2,
     let ,2,
     static ,2,
assar,2,
efres,2,
   static ,2,
requentl,3,
roval,2,
marqu,3,
pproval,3,
emie,2,
esir,2,
     import ,2,
vori,2,
amilie,3,
ompound,3,
efende,2,
      static ,2,
   class ,2,
locato,2,
hoose,3,
ssault,3,
onsent,3,
ausa,3,
etach,2,
etector,2,
rchitect,4,
 captu,2,
nsent,3,
 brok,2,
dience,2,
ostume,3,
singe,2,
dmission,3,
ircus,3,
sault,2,
onference,2,
ompose,3,
reator,2,
     class ,2,
машин,2,
ilename,3,
mmission,3,
mposition,3,
hoir,3,
omposition,3,
igest,2,
egistra,3,
ablish,3,
onstruction,4,
ectric,3,
reight,2,
orrection,3,
udience,2,
mpound,3,
 expi,2,
ertification,3,
iscret,3,
xterna,3,
ommission,3,
ranz,3,
urden,2,
fines,2,
ompress,3,
onnector,3,
ecline,3,
stume,2,
 committe,2,
nnector,3,
onors,2,
rrection,3,
sential,2,
mbine,3,
ollision,3,
stablish,3,
nector,2,
oets,2,
pprove,3,
ollector,3,
ntinua,4,
stination,2,
llector,2,
oncat,3,
ectron,3,
ssential,3,
omplex,3,
eveloper,4,
xile,2,
udget,2,
omplete,3,
ampus,3,
ocumento,4,
cumento,3,
overnor,3,
hannel,3,
mplications,3,
eology,2,
большо,2,
tablish,3,
mploy,3,
owser,2,
ontest,3,
epot,2,
mployee,3,
roker,2,
nteract,3,
xamination,3,
ffers,3,
efense,2,
nsight,3,
erive,2,
teract,2,
 republi,2,
espond,2,
torio,2,
 hono,2,
     var ,2,
ergie,3,
estination,2,
nterior,3,
shim,2,
nvestment,4,
uess,2,
tector,2,
nvite,3,
lving,2,
ntegral,4,
crement,2,
talic,2,
ncrement,4,
     from ,2,
     function ,2,
   function ,2,
ulian,3,
vestment,3,
      import ,2,
 norma,2,
esort,2,
     public ,2,
nternet,3,
     private ,2,
etition,2,
rengt,3,
owder,2,
artition,2,
ompro,3,
      while ,2,
      var ,2,
asino,2,
      def ,2,
   public ,2,
      let ,2,
artial,2,
witte,2,
tegral,3,
lectron,3,
     while ,2,
   private ,2,
ealize,3,
      private ,2,
bjective,3,
      const ,2,
rthern,3,
rince,2,
olitik,3,
ermit,3,
ayment,3,
anager,2,
ossession,3,
   var ,2,
anana,2,
anual,2,
remium,2,
adical,2,
rinces,3,
rinciple,4,
      from ,2,
otential,2,
hotos,3,
perator,2,
ecession,3,
etention,2,
edium,2,
     const ,2,
omance,2,
teel,2,
riple,2,
rotest,3,
ffense,3,
rotein,3,
roducto,3,
tatute,3,
creening,2,
ailway,3,
atute,2,
egral,2,
pecification,3,
      public ,2,
arring,2,
rojection,3,
trength,2,
enue,2,
 validat,2,
urvey,3,
rganize,3,
pider,2,
hield,2,
etres,2,
ganize,3,
hroat,3,
tential,2,
      function ,2,
ownt,3,
 studi,2,
isual,2,
ilence,3,
assum,2,
ternet,3,
federati,2,
edio,2,
etale,2,
donati,2,
hrone,3,
breac,2,
equalit,3,
captu,2,
residenc,3,
federatio,3,
herma,2,
 venu,2,
tructure,3,
ridin,3,
extile,2,
probabl,3,
speciall,3,
rotection,3,
expi,2,
knigh,3,
nior,2,
bant,2,
petiti,3,
anuar,3,
orkout,3,
bortion,3,
passio,2,
ventur,3,
bjur,3,
solutio,3,
ccos,3,
crema,2,
ccuse,4,
cced,2,
ccento,3,
demptio,3,
ctivat,4,
paire,2,
orter,2,
migrati,3,
ebte,3,
ccumbe,5,
ostal,3,
soluti,3,
burb,2,
structu,2,
batu,2,
diatio,3,
bida,2,
ccumb,4,
delit,2,
dempti,3,
dull,2,
fectibl,4,
formativ,3,
crito,2,
bato,2,
ccessiv,5,
   let ,2,
burba,2,
ctione,3,
ffectio,4,
ctia,3,
dorne,3,
fectivel,4,
xiou,3,
fixio,3,
fixi,3,
erificatio,4,
ffectiv,5,
diati,2,
rumm,3,
lanne,3,
dverti,3,
batemen,3,
nsulte,4,
ooku,3,
dventi,3,
fluentl,4,
fectib,3,
rumme,3,
electio,2,
dvisor,4,
ivabl,4,
erivabl,4,
aypo,3,
ecommende,4,
irilis,3,
ecepti,4,
ffron,3,
illiar,3,
rompte,3,
nsue,3,
liciou,3,
licio,2,
ensua,3,
 marin,2,
eceptio,4,
ormanis,4,
barc,2,
achab,2,
epressi,3,
rocur,3,
oggl,3,
triti,2,
ecommen,4,
raisabl,4,
derso,2,
erograph,3,
elocat,3,
radl,2,
radle,2,
differenc,3,
rotei,3,
erificati,3,
rmanis,4,
dulla,3,
reete,2,
ermitte,4,
atere,2,
plif,2,
rodd,3,
astil,2,
eduction,3,
anadi,3,
eeve,3,
dminist,3,
isplace,3,
migratio,3,
riforme,3,
fectiou,4,
achabl,3,
ualificatio,5,
sistiv,4,
ardshi,4,
oyalis,4,
provid,2,
eologica,3,
terfer,3,
dershi,3,
nlin,3,
nscriptio,5,
xtile,3,
nterfer,4,
emmin,3,
avemen,3,
ransvers,4,
rguabl,4,
ffai,3,
eologic,3,
ecreati,4,
educin,2,
esee,2,
agefu,3,
pelle,3,
placin,2,
elaye,3,
abelis,3,
monis,2,
oistu,3,
epressio,3,
aseb,3,
ualificati,4,
vigati,3,
ntextu,4,
