t,c,err
ateth,3,
gainw,3,
eadTh,4,
adwe,3,
serno,2,
ateco,3,
ayde,3,
adThe,3,
argere,2,
ook at,3,
eedw,3,
rgere,3,
eedno,3,
adho,2,
l his,2,
d had,2,
outhno,3,
enfo,3,
   publ,3,
atew,2,
etno,2,
argew,2,
   pub,3,
ctno,3,
akere,2,
akew,2,
ersca,3,
rgew,3,
gainno,3,
uthno,3,
      cl,3,
 used t,2,
nd what,3,
ks o,3,
ndno,3,
ithno,3,
 to mak,3,
 be i,2,
ithw,3,
 Novemb,4,
 Novembe,4,
 among th,2,
#t,2,
ade a,3,
drac,2,
 more tha,3,
 come t,2,
 a lon,3,
serw,2,
ed awa,4,
enW,2,
      cla,3,
nW,2,
nd this,3,
orkser,3,
o one,2,
 out th,2,
enH,2,
 about i,2,
adso,2,
serN,2,
"6,6",3,
his was,2,
eadva,3,
       priv,3,
oße,2,
eadso,3,
    pub,3,
nH,2,
adH,2,
adW,2,
eadte,3,
dH,2,
eadW,3,
adte,2,
 Decembe,4,
 what i,2,
 at onc,3,
 Apri,3,
ypeca,4,
 each ot,3,
ypethe,4,
neac,2,
eadH,3,
ligns,3,
uchs,3,
oesca,3,
 a larg,3,
 each oth,3,
    publ,3,
eedca,3,
eadda,3,
sersha,3,
erD,2,
gainca,3,
ypeno,4,
rshe,3,
sloo,3,
gainthe,4,
 Decemb,4,
#o,2,
sersca,3,
shos,2,
eedthe,4,
shom,2,
ssinc,4,
ypeb,4,
ed dow,4,
slon,2,
serca,2,
serthe,3,
 each othe,3,
eadus,3,
rsca,3,
swen,2,
swate,2,
       funct,3,
Ino,3,
swoul,3,
swes,2,
outhca,3,
medno,2,
hyca,3,
amedno,3,
ouththe,4,
slis,2,
uththe,3,
uthca,3,
akeb,3,
akeca,3,
hythe,3,
ameds,3,
slif,2,
akethe,3,
atethe,3,
akeno,3,
ndexs,4,
ateb,3,
ateca,3,
etca,2,
aththe,3,
ayno,3,
derca,2,
heha,2,
derthe,3,
ateno,3,
nă,2,
nción,2,
adsi,3,
reT,2,
an of,2,
sersw,3,
hen she,3,
y wel,3,
ctthe,4,
.  ,2,
nderthe,4,
 орг,2,
tethe,3,
nd had,3,
"
As",2,
ut there,3,
ust as,3,
now that,2,
aythe,3,
eedT,3,
eedre,3,
ithun,3,
serT,2,
ctca,3,
uthre,3,
ll his,3,
derun,2,
outhre,3,
uthde,3,
hat if,3,
ypele,3,
ithI,3,
inT,2,
ypev,3,
gainde,3,
iththe,3,
outha,2,
utha,2,
rgeca,4,
rgeb,4,
gainT,3,
onththe,3,
outhde,3,
illd,2,
gainre,3,
nderca,3,
eedde,3,
ithca,3,
ntille,3,
argev,2,
rgev,3,
an the,2,
argethe,3,
rW,2,
sT,2,
outhT,3,
inre,2,
ithre,3,
mesca,3,
sS,2,
argeca,3,
ndthe,4,
amesca,3,
ndde,3,
rgele,3,
argele,2,
ithde,3,
etthe,3,
#r,2,
etde,2,
uthT,3,
argeno,3,
nderde,3,
ookno,3,
akele,2,
akev,2,
atele,2,
ctde,3,
ctT,3,
derde,2,
rethe,3,
ithT,3,
rgethe,4,
nd ro,4,
argeb,3,
     imp,3,
йон,2,
nderT,3,
ndha,3,
     pub,3,
#s,2,
enawa,3,
     publ,3,
 do i,2,
ts i,3,
 Augu,3,
9:,2,
"o, th",3,
tillu,3,
 the thre,3,
     impo,3,
serspa,3,
erawa,3,
 the bes,3,
erý,2,
 the nex,3,
reha,2,
       cla,3,
 you d,2,
 Augus,3,
ment o,3,
erlat,3,
ime to,3,
 how t,2,
 in he,2,
nd how,3,
#l,2,
he lea,3,
epowe,3,
 at hi,3,
ull of,3,
ndpar,4,
d how,2,
ow to,3,
o she,2,
deru,2,
spytho,3,
at if,2,
ad an,3,
ut you,3,
eedS,3,
tL,2,
egam,2,
gainS,3,
gaina,3,
ások,2,
han the,2,
spyth,3,
gainb,3,
serb,2,
serS,2,
egiv,3,
ike to,3,
erM,2,
o with,2,
outhI,3,
gainI,3,
uthI,3,
inS,2,
outhS,3,
enday,2,
outhb,3,
n old,2,
uthS,3,
dM,2,
 twen,2,
       cl,3,
dF,2,
reI,2,
ut she,3,
endow,2,
ere are,3,
dname,2,
ll these,3,
enN,2,
adN,2,
uthb,3,
enname,2,
hey had,3,
eedI,3,
ithS,3,
inI,2,
ctme,3,
reS,2,
nderun,3,
nderI,3,
      pub,3,
ween t,3,
ithb,3,
ory o,3,
derS,2,
eadN,3,
        cla,3,
eadk,3,
ctS,3,
      imp,3,
#er,2,
ndI,3,
        cl,3,
 (19,2,
he fr,3,
ershe,3,
         } e,3,
 the whi,3,
ncoun,4,
 for hi,3,
hat is t,4,
      impo,3,
ain i,3,
        priv,3,
      publ,3,
tán,2,
enint,2,
 наро,2,
 my s,2,
 are th,2,
rgeme,4,
ypedi,4,
ncoul,4,
 were th,2,
lignu,3,
nderS,3,
lignd,3,
ntyp,4,
 a sm,3,
"o, i",3,
 look a,2,
oesu,3,
 a smal,3,
ke to,3,
#c,2,
ingd,3,
ypeu,4,
sersle,3,
gainha,3,
gainpar,4,
"8,9",3,
ngiv,4,
ersle,3,
sersu,3,
ennam,3,
sersd,3,
serpar,3,
serha,2,
ypeha,4,
erroo,3,
singd,2,
orksv,3,
ers an,3,
eedpar,4,
orksou,3,
oesd,3,
ersd,3,
orksde,3,
orkslin,4,
orksar,3,
orkswe,4,
orksr,3,
orkslat,4,
orkspo,4,
orksel,3,
orksse,3,
orksb,3,
orksm,3,
 in on,2,
        funct,3,
"e, tha",4,
orksun,3,
ertha,3,
athd,2,
orkswor,4,
ursele,3,
orksal,3,
orksre,3,
ndexu,4,
ndexd,4,
dexd,3,
orksn,3,
ntilu,4,
orkscar,4,
oursele,3,
uthha,3,
uthpar,4,
dexu,3,
ourseu,4,
orksti,3,
archd,2,
amedd,3,
orkswi,4,
orkshi,4,
orksan,3,
rgedi,4,
urseu,3,
outhpar,4,
amedu,3,
outhha,3,
dnam,3,
argeu,3,
inpar,3,
mesd,3,
nstor,3,
rgeu,4,
onthu,3,
enmal,3,
amesu,3,
mesu,3,
dtha,3,
rgeha,4,
nlat,3,
argeha,3,
enlat,3,
argedi,3,
ysd,3,
dmal,3,
 time t,2,
ensta,3,
amesd,3,
dlat,3,
enrac,3,
ddat,3,
aysd,3,
onthd,3,
ithha,3,
enbo,3,
dcar,3,
dgam,3,
archu,2,
enpo,3,
enstor,3,
ysu,3,
iewu,3,
adgam,3,
iewd,3,
oveu,3,
etpar,3,
lderd,3,
eadstor,4,
adlat,3,
eadgam,4,
nderro,3,
tpar,3,
earu,2,
enmo,3,
eadmo,4,
eaddat,4,
akedi,3,
akeha,3,
entha,2,
eadtha,4,
dawa,3,
eadlat,4,
addat,2,
eadwa,4,
ithpar,4,
eadhi,4,
adhi,3,
eadsta,4,
eadbo,4,
eadpo,4,
eadap,3,
eadhe,4,
adbo,3,
eadmal,4,
enhi,3,
adsta,3,
adpo,3,
adtha,3,
adti,2,
adsh,3,
admal,2,
eadne,3,
eadwi,4,
teha,2,
vingu,3,
aysu,3,
eadawa,4,
eadsh,4,
nderha,3,
eadsi,4,
adwi,3,
eadti,3,
adstor,3,
derha,2,
eadcar,4,
adcar,3,
tilld,3,
derpar,3,
nede,2,
ctpar,4,
vingd,3,
eadman,3,
ivingd,4,
derle,2,
displ,2,
nderpar,4,
adawa,3,
lderu,3,
ateha,3,
"
",1,
eedme,3,
ypest,3,
he fin,3,
  |,2,
ach o,3,
gaing,3,
uld see,3,
o tr,3,
f ma,3,
ey had,3,
eedun,3,
f some,2,
"bout
",3,
gainun,3,
eedg,3,
rM,2,
hile the,3,
gainme,3,
serla,2,
serme,2,
outhu,3,
outhst,3,
urset,2,
now what,2,
ourset,3,
uthla,3,
endie,2,
hich was,3,
outhme,3,
uthun,3,
her sid,3,
outhun,3,
gainla,3,
gainu,3,
nM,2,
argej,2,
ivingu,4,
argego,2,
ypela,3,
rgej,3,
outhg,3,
outhla,3,
rgela,3,
ndA,3,
akela,2,
ctun,3,
etun,2,
entak,2,
uthme,3,
ithla,3,
etst,2,
serun,2,
ithme,3,
uthg,3,
dthi,3,
nderu,3,
akest,2,
tTe,3,
nd lo,4,
nderme,3,
etla,2,
rgego,3,
ctst,3,
         cl,3,
akej,2,
tW,2,
#bi,3,
ctha,3,
erswa,3,
йона,2,
akego,2,
ctla,3,
#b,2,
кож,2,
#v,2,
ithg,3,
#m,2,
uthst,3,
раїни,3,
gião,2,
argeme,3,
ave m,3,
#le,2,
argela,2,
кже,2,
стема,2,
ut y,3,
ir of,3,
rsar,3,
ypej,3,
here were,2,
nto his,3,
re were,2,
 one sid,3,
ків,2,
gión,2,
ame to,3,
ncam,3,
inme,2,
nd if,3,
eedla,3,
d if,2,
 swal,2,
rís,2,
bía,2,
ndwe,4,
mún,2,
ília,2,
ay to,3,
#k,2,
fter a,3,
kże,2,
éation,2,
oło,2,
#ch,3,
as now,2,
 the nigh,4,
ypego,3,
e went,2,
eré,2,
mière,2,
hat had,3,
hat wh,4,
tår,2,
ure i,3,
ději,2,
 off t,2,
emière,2,
 one si,2,
 my ow,3,
 it u,2,
3:,2,
derme,2,
 will no,2,
eRe,3,
 the littl,3,
 that ther,3,
 so muc,3,
"8,6",3,
mília,2,
 were s,2,
 they ha,3,
 who i,2,
e mea,3,
 was d,2,
 with thei,3,
 than th,2,
 full o,2,
 the litt,3,
 that ha,3,
         cla,3,
 put h,2,
 all thes,3,
 him i,2,
hysa,3,
0 ,2,
 it b,2,
nnod,3,
 of you,2,
lší,2,
npat,2,
igabl,3,
ey d,3,
 than t,2,
"n, i",3,
гих,2,
raro,2,
archle,2,
čju,2,
he ap,3,
ad i,3,
ls an,3,
ennon,3,
then sh,3,
t mak,3,
 to an,2,
hen you,3,
d put,2,
0m,2,
se thing,3,
 the on,2,
ft t,3,
down he,2,
ou say,3,
 of y,2,
per i,2,
illm,2,
nd put,3,
o all,2,
"
onl",3,
ot know,3,
l these,2,
eMa,3,
f its,2,
he key,2,
ct th,3,
h ha,3,
hey t,3,
ill p,3,
athle,2,
hen it,3,
ay that,3,
uch m,3,
ase>,3,
G ,1,
e only,2,
hen they,3,
te tha,3,
an do,2,
at had,2,
ut they,3,
ter i,3,
ere were,3,
ore h,3,
o time,2,
e young,2,
 I wo,3,
ake a,3,
nd gr,4,
hat for,3,
he only,2,
ke an,3,
red fr,3,
ee that,3,
",33",2,
ot d,3,
мять,2,
at wil,3,
elf w,3,
ou may,3,
eedA,3,
ith their,3,
eedj,3,
hat would,3,
led o,2,
enut,2,
as too,2,
gainj,3,
eedim,3,
gainim,3,
easyn,3,
erels,2,
o look,2,
ut that,3,
uch an,3,
elink,2,
outhj,3,
serim,2,
ay have,3,
outhim,3,
red fro,3,
erB,2,
outhA,3,
erund,2,
erU,2,
orkson,3,
] d,2,
sL,2,
enview,2,
uthj,3,
serj,2,
enE,2,
As s,2,
enals,2,
nL,2,
uthim,3,
serA,2,
enU,2,
enof,2,
enold,2,
new i,2,
enM,2,
enels,2,
erold,2,
enword,2,
gainA,3,
enO,2,
dold,2,
enund,2,
enB,2,
erL,2,
enform,2,
enF,2,
uthA,3,
ithso,3,
orkste,3,
serD,2,
reA,2,
erF,2,
dword,2,
dday,2,
lf w,3,
nF,2,
nview,2,
nD,2,
dform,2,
nG,2,
nO,2,
enG,2,
he young,2,
erG,2,
eadview,3,
adint,2,
adview,2,
adM,2,
eadold,3,
eadF,3,
eadals,3,
adF,2,
eadson,3,
eadday,3,
eadop,3,
adword,2,
eadword,3,
ithj,3,
enher,2,
eadare,3,
eadal,3,
adals,2,
ithA,3,
adare,2,
eadname,3,
eadint,3,
eadO,3,
eadB,3,
eadM,3,
eadto,3,
ithim,3,
adB,2,
eadE,3,
adE,2,
eadat,3,
adest,2,
eadest,3,
adund,2,
eadit,3,
eadG,3,
adold,2,
adU,2,
eadels,3,
adG,2,
adname,2,
adO,2,
adform,2,
nderj,3,
eadund,3,
nderim,3,
adson,2,
adels,2,
derj,2,
eadher,3,
derim,2,
adto,2,
ween th,3,
nd ev,4,
eadU,3,
         priv,3,
          cla,3,
       impo,3,
ctA,3,
          cl,3,
          } e,3,
ubmiss,5,
eadel,3,
derA,2,
adday,2,
6:,2,
eadof,3,
#y,2,
fendi,3,
#na,2,
ce mo,4,
adof,2,
         funct,3,
       imp,3,
ut wh,4,
       stat,3,
eadform,3,
nfou,3,
       pub,3,
o mea,3,
#li,2,
ee o,3,
rswi,3,
ityi,3,
ndhe,4,
ust h,3,
nrou,3,
ought t,3,
#ra,3,
nd ca,4,
dFi,3,
lassL,3,
lled th,3,
nderA,3,
"nd
d",4,
eadvi,4,
re in th,3,
 between th,2,
lled t,3,
hat is th,4,
"hat
t",4,
 I fo,3,
 for som,2,
ling i,3,
 the whit,3,
f fi,3,
 him th,2,
 they a,2,
ethoug,4,
 disti,2,
 there we,2,
dMo,3,
       publ,3,
 over h,2,
 between t,2,
 they ar,3,
 the presen,3,
 have th,2,
 all tha,3,
e. Bu,5,
 at i,2,
4/htt,4,
 way t,2,
nd cl,4,
 for so,2,
 there wer,3,
ce fo,4,
6-0,3,
itle =,3,
 My ,1,
 before th,2,
"e, wi",4,
 The s,2,
in=0,3,
 is Non,3,
 But the,2,
 and ca,3,
nwan,3,
 an ol,3,
 a ne,3,
eabou,3,
"d
d",3,
ejus,3,
eabov,3,
ing roun,4,
ejame,3,
 were i,2,
eAp,3,
 took t,2,
esinc,3,
 me i,2,
eNe,3,
 of he,2,
eReac,3,
eHo,3,
ehos,3,
ealig,3,
eawar,3,
ut if,3,
efoun,3,
eHi,3,
ehre,3,
ewil,3,
 then s,2,
ehom,3,
ejam,3,
eYo,3,
ethir,3,
eBu,3,
#n,2,
eearl,3,
echil,2,
ebloc,4,
eYor,3,
ewoul,4,
eSh,3,
eWa,3,
ypelo,4,
eSa,3,
ypeme,4,
ejav,3,
ypeda,4,
ypepa,4,
eSe,3,
lignt,3,
ypeso,4,
eFo,3,
ypesa,4,
ypeva,4,
ypefo,4,
ypehe,4,
ypero,3,
ypewa,4,
ypeg,4,
ypeal,4,
eeddi,4,
eedpa,4,
eedsa,4,
gainThe,4,
gainsa,4,
eedwe,4,
eedTh,4,
oespar,3,
espar,2,
ypesi,4,
gainpa,4,
eedfo,4,
oesso,3,
gainro,3,
gainfo,4,
eedho,3,
 been s,2,
engoo,3,
engame,2,
gainTh,4,
earg,2,
ennea,3,
ngame,3,
rssa,3,
eedgo,4,
 his co,2,
oessa,3,
oespa,3,
serssi,3,
 at m,2,
ut at,3,
sersso,3,
"e, wit",4,
gainwe,4,
gaindi,4,
 is N,2,
sersla,3,
 of S,2,
nStat,3,
 had th,2,
 down i,2,
erssi,3,
 to com,2,
 his l,2,
rssi,3,
nd bl,4,
eGo,3,
 to thi,3,
 before t,2,
rsho,3,
 could b,2,
sersho,3,
 the onl,3,
gaingo,4,
ish th,3,
ennev,3,
eedThe,4,
ise t,3,
serswa,3,
gainho,3,
serslo,3,
ypeho,4,
 at thi,3,
serspar,3,
o be d,3,
enneve,3,
 he di,2,
 put hi,3,
enuse,3,
sershe,3,
l at,2,
ennex,3,
 it ou,3,
encom,2,
nneve,3,
eninpu,4,
ennod,3,
entoo,3,
ypepar,4,
erssa,3,
endell,2,
gainlo,4,
entex,2,
sStrin,4,
 of u,2,
ennot,3,
serho,2,
ds u,3,
enrea,3,
rTh,3,
entow,2,
nnew,3,
eedro,3,
sergo,3,
encoul,3,
athre,2,
eneas,3,
ntildi,4,
serssa,3,
serpa,3,
ntillo,4,
eedlo,4,
serwe,3,
serdi,3,
nnev,3,
uthdi,4,
serThe,3,
ursela,3,
engiv,3,
erslo,3,
inThe,3,
outhdi,4,
rgesi,4,
uthro,3,
ntilt,4,
enbor,3,
dnod,3,
serfo,3,
nimag,3,
outhpa,4,
archt,2,
argeho,3,
ithpa,4,
rThe,3,
ndgo,4,
eruse,3,
uthfo,4,
etlo,3,
rgeg,4,
etfo,3,
nnigh,4,
ithho,3,
inpa,3,
etTh,3,
amessa,3,
rgeva,4,
ithro,3,
ninpu,4,
outhsa,4,
rgewa,4,
encal,2,
rgeso,4,
dnew,3,
ndTh,4,
ennew,3,
tThe,3,
uthgo,4,
ithfo,4,
ooksa,4,
argesa,3,
serlo,3,
entyp,3,
etdi,3,
medt,2,
akeg,3,
ldert,3,
rgeho,4,
rgehe,4,
heva,2,
rgelo,4,
etsa,3,
sTh,3,
outhho,3,
enlin,3,
rgefo,4,
iewt,3,
heda,2,
ursero,3,
rahe,3,
reTh,3,
mespar,3,
uthThe,4,
argeva,3,
inro,2,
adbor,3,
inlo,3,
etThe,3,
dnul,3,
ithgo,4,
enstat,3,
atehe,3,
ntilda,4,
hesa,3,
Ime,3,
hydi,3,
ivingt,4,
rgepa,4,
argesi,3,
atelo,3,
rgero,3,
teda,2,
urselo,3,
dimag,3,
argefo,3,
argeda,3,
etpa,3,
ithTh,4,
amespar,3,
reThe,3,
outhTh,4,
atepa,3,
akeme,3,
entol,2,
akesa,3,
akepar,3,
hygo,3,
ooklo,4,
aydi,3,
outhgo,4,
akewa,3,
akeva,3,
aywa,3,
derho,2,
derfo,3,
dersa,3,
ctlo,4,
oursero,3,
ateda,3,
tesa,3,
argepar,3,
argeg,3,
hywa,3,
akeho,3,
igho,2,
sThe,3,
amedt,3,
nbor,3,
etgo,3,
ctgo,4,
eneac,3,
ithwe,4,
nderho,3,
iggo,3,
ctdi,4,
outhlo,4,
errang,2,
andba,2,
dnea,3,
tepar,3,
tefo,3,
ndfo,4,
ctpa,4,
vingt,3,
eadhea,4,
onev,2,
outhfo,4,
hefo,3,
adut,2,
enimag,3,
serTh,3,
akehe,3,
argero,2,
akeso,3,
iglo,3,
p wi,3,
dnon,3,
demai,2,
ndThe,4,
+-----,3,
he sta,3,
atesa,3,
ok th,3,
hich we,3,
atepar,3,
uthsa,4,
akeal,3,
tepa,3,
ey r,3,
ot u,3,
t bee,3,
ut u,3,
ey se,3,
eadstat,4,
an wi,3,
ill th,3,
argelo,3,
ctfo,4,
",15",2,
ould re,3,
is book,2,
f whi,3,
se we,2,
hat may ,3,
ad come,3,
thith,2,
   | ,2,
you lik,3,
static st,2,
he more,2,
know yo,3,
les th,2,
erVie,3,
ctsa,4,
sing th,3,
akeda,3,
dnev,3,
ourselo,4,
addre,2,
nderdi,4,
enhea,3,
adstat,3,
", err",2,
raho,2,
ut su,3,
t don,2,
      part,2,
ctwe,4,
see yo,3,
     part,2,
        imp,3,
tòr,3,
hecki,3,
        impo,3,
        pub,3,
unchi,3,
        publ,3,
        stat,3,
eryi,3,
ir hea,4,
hreadi,4,
lt o,3,
ndergr,4,
ctiti,4,
teeri,3,
ce mor,4,
rforma,3,
#gu,3,
#z,2,
#du,2,
#it,2,
#ka,3,
#si,2,
#cha,3,
#st,2,
#zi,3,
#ur,3,
#se,2,
#la,2,
#vel,3,
ercor,3,
erjam,3,
enforc,3,
erdie,3,
ndmo,4,
dfat,3,
dlea,3,
erarg,3,
hecar,3,
erswi,3,
dligh,3,
hyne,3,
rhoo,4,
ayre,3,
erur,2,
ratabl,4,
ralat,3,
encha,2,
erawar,3,
ytis,3,
ntillat,4,
erkn,3,
erfin,3,
dwat,3,
he bla,3,
ctbo,4,
dFil,3,
eMo,3,
o ea,3,
f gr,3,
"e
ha",4,
"f
h",3,
t is i,3,
 not hav,3,
ая войн,4,
he mea,3,
rs we,3,
rs wer,4,
 or i,2,
 “Ther,4,
ere in th,4,
"at
t",3,
re in t,3,
e of hi,4,
erlas,3,
 though i,2,
 so s,2,
 I foun,3,
e used,2,
t was i,3,
 And s,2,
 went t,2,
hought t,3,
ed lik,4,
 this wa,3,
o be a,3,
 him tha,3,
he bra,3,
"o.
",3,
 it no,2,
d on t,3,
d on th,3,
o rea,3,
ty year,3,
 I se,2,
 And i,2,
 a mi,3,
"ut
t",4,
"ut
th",4,
is fl,3,
 along t,2,
e rai,3,
tatic void,4,
 along th,2,
atic void,3,
 been i,2,
n all th,3,
nd dis,4,
ies i,3,
t of hi,4,
 that wa,3,
ces o,3,
ted tha,4,
ul i,3,
"nd
  ",4,
 over hi,3,
ks an,3,
 the mor,3,
 the stre,3,
 the stree,3,
nd sp,4,
rom the s,4,
 after th,2,
 you th,2,
 across t,2,
 across th,2,
 in it,2,
 my h,2,
mesb,3,
sed h,3,
 when s,2,
ered i,3,
ed roun,4,
"en, wh",4,
 she woul,3,
o sw,3,
earra,2,
o pi,3,
 into h,2,
 into hi,3,
ent fo,4,
 point o,2,
 the ou,3,
as dr,3,
"4,3",3,
 the righ,3,
"4,5",3,
"6,4",3,
"4,6",3,
"8,92",3,
"6,1",3,
"4,1",3,
eWi,3,
 on i,2,
 away fr,3,
 away fro,3,
ing throug,4,
"f
s",3,
 the ter,3,
is ho,3,
 the ful,3,
ote th,3,
 I wan,3,
 be o,2,
or the s,3,
ms th,3,
lignan,3,
 to k,2,
eadlon,4,
 to kno,3,
argeti,3,
adlon,3,
bout a,3,
ely r,3,
а в Росси,5,
 his n,2,
 how th,2,
ing befor,4,
ing befo,4,
 I l,2,
hewi,3,
n to b,3,
ment i,3,
o fl,3,
nd bo,4,
 are i,2,
 the mai,3,
 to thei,3,
5/htt,4,
 пос,2,
 what yo,3,
 the bac,3,
 she d,2,
 she di,2,
ber of,3,
umber of,3,
own and,2,
nwil,3,
ersiz,4,
wn and,3,
 then i,2,
ctne,3,
nfre,3,
Ine,3,
ndersh,4,
nuni,3,
nunde,3,
enthi,3,
gnou,3,
ndap,3,
eUs,3,
efiv,3,
sleng,3,
dlon,3,
ssourc,4,
ngou,3,
seith,2,
schang,2,
slengt,3,
seithe,3,
hyS,3,
sewa,3,
rmov,3,
"}",1,
ayS,3,
0€,2,
ignificat,4,
āl,2,
 94,2,
atez,2,
онима,2,
#2,2,
ржи,3,
држ,2,
/8,2,
P5,2,
мба,2,
orov,2,
iret,2,
неко,2,
atyp,3,
ndery,3,
âl,2,
teabl,3,
ew th,3,
docume,2,
twat,2,
escit,2,
instat,2,
onva,2,
liato,2,
troa,2,
tesid,3,
anigh,3,
neabl,3,
osei,2,
četk,2,
торы,2,
            els,2,
act t,2,
hedin,3,
aLi,3,
rectore,3,
am n,2,
door a,2,
hich a,3,
 “a,2,
ith he,3,
/fo,3,
orSta,3,
tErr,3,
erLi,3,
ndint,3,
 свя,2,
uâ,3,
 пок,2,
ndals,3,
ook a,3,
mingin,3,
ld th,3,
ost o,3,
d ot,3,
l ot,3,
ack in,3,
ake h,3,
e goo,3,
o wo,3,
p wit,3,
ver an,3,
tory o,3,
ys o,3,
o pu,3,
ave an,3,
ey do,3,
t cam,3,
ot r,3,
tter t,3,
long wi,3,
ave d,3,
ere o,3,
ill r,3,
at thes,3,
e calle,3,
r ot,3,
hat on,3,
ur h,3,
e wan,3,
way wi,3,
ad so,3,
ot al,3,
he tow,3,
nd man,3,
ow an,3,
ead t,3,
ly on,3,
e tow,3,
f sh,3,
ust th,3,
ade o,3,
ings a,3,
me ot,3,
 say t,2,
 other s,2,
oes t,3,
"
mos",3,
something lik,3,
ery he,3,
d Universit,4,
t present,2,
nd end,3,
            lo,3,
t did ,2,
is ju,3,
he future,2,
e future,2,
oo late,3,
