t,c,err
rder t,3,
ere we,3,
kön,2,
is bac,3,
y ow,3,
d cam,3,
ereve,3,
he poin,3,
he lin,3,
validi,2,
e lin,3,
elf a,3,
managi,2,
ound i,3,
printi,2,
heali,2,
lass=,3,
nword,2,
tió,2,
newi,2,
устан,2,
aid T,3,
rgs),4,
figin,2,
'don,2,
mI,2,
llback ,2,
figl,2,
етт,2,
licel,2,
r ow,3,
ell a,3,
ált,2,
port js,2,
port j,2,
<co,2,
ho w,3,
mmitt,4,
e aft,3,
own int,2,
n suc,3,
an tha,3,
f on,2,
##.,2,
g aga,3,
e afte,3,
$u,2,
rX,2,
следни,2,
g agai,3,
lf a,3,
oré,2,
s lon,3,
hough t,3,
in yo,3,
>i,2,
00p,2,
rž,2,
der h,2,
der o,2,
dint,2,
лға,2,
im u,2,
es no,2,
over a,2,
ere you ,3,
s goo,3,
s agai,3,
s use,2,
im an,2,
e give,2,
угим,2,
oû,2,
em i,2,
at som,2,
im d,2,
"							
",2,
or y,2,
altu,2,
larie,2,
pewor,3,
areol,2,
ust t,3,
decli,2,
nband,2,
ll know,3,
till r,2,
o al,2,
he plac,3,
 segi,2,
 menge,2,
           ),2,
n see ,2,
hat se,3,
or tha,3,
o wor,3,
hen i,3,
at nigh,4,
0209,2,
im f,2,
things t,2,
by i,2,
et hi,3,
own an,2,
 savi,2,
no o,2,
or wha,3,
   Th,3,
d too,2,
but o,2,
s stil,3,
f fr,3,
head a,2,
or on,2,
s aga,3,
t make,2,
his on,2,
s thoug,4,
ould d,3,
an yo,3,
ға,2,
hen w,3,
came i,2,
here b,2,
 webi,2,
uch f,3,
"
plac",3,
r yo,3,
een r,2,
before m,2,
e near,2,
ound him,3,
ut p,3,
0321,2,
he word,2,
ere—,3,
time h,2,
т н,2,
took i,2,
n add,2,
off h,2,
been fo,3,
er we,2,
day t,2,
done i,2,
am i,2,
line i,2,
but fo,3,
work o,2,
с н,2,
can a,2,
"


T",2,
the stat,3,
had l,2,
why d,2,
me l,2,
nour ,2,
t long ,2,
hat has ,3,
     _,2,
head i,2,
"
П",2,
be no,2,
not ha,3,
read i,2,
he We,2,
e good,2,
|д,2,
o da,2,
current),2,
g whe,3,
are u,2,
"
coun",3,
found m,2,
him wh,3,
o very ,2,
о (,2,
other i,2,
e little,2,
0п,2,
ight p,3,
elong ,2,
f at ,2,
him o,2,
es whe,3,
   _,2,
hat _,3,
o these ,2,
|  ,2,
she ca,3,
n another ,2,
|   ,2,
на н,2,
now fo,3,
our co,2,
—whe,3,
hat could ,3,
H ,1,
close b,2,
very i,2,
  | ,2,
eget ,2,
und i,2,
found ou,3,
st su,2,
with u,2,
      _,2,
so the,2,
S),2,
at da,2,
",19",2,
How d,2,
о э,2,
ere on ,3,
You d,2,
there t,2,
hat have ,3,
les t,2,
-plac,3,
king ou,3,
hat on ,3,
place t,2,
now b,2,
might a,2,
like hi,3,
more i,2,
or ha,3,
call t,2,
after hi,3,
against h,2,
en had ,2,
"58,",2,
、19,2,
next t,2,
med i,2,
 — н,2,
not no,2,
ere go,3,
If the,2,
must co,2,
r be ,2,
x o,2,
case i,2,
place i,2,
me no,2,
little i,2,
been ma,3,
re hi,3,
have l,2,
o by ,2,
id hi,3,
look t,2,
od th,2,
o I,2,
ut r,3,
now co,2,
ut her ,3,
   C,2,
see m,2,
o good ,2,
",52",2,
all ou,3,
B ,1,
"63,",2,
get hi,3,
ill I ,3,
as car,2,
",65",2,
find hi,3,
",44",2,
against hi,3,
",46",2,
left h,2,
"53,",2,
g whi,3,
",12",2,
"74,",2,
",93",2,
! i,2,
",14",2,
your d,2,
",69",2,
",71",2,
but co,2,
harde,2,
"82,",2,
w he,2,
",56",2,
en e,2,
have hi,3,
you l,2,
too d,2,
al wa,3,
also i,2,
dx ,2,
ut to,3,
take hi,3,
called hi,3,
ill m,3,
What th,2,
she a,2,
nen ,2,
put ou,3,
called h,2,
"23,",2,
about m,2,
my wor,3,
when b,2,
et him,2,
“b,2,
"39,",2,
it hi,3,
low th,2,
eau ,2,
0% ,2,
ow |,3,
ome at ,3,
r when ,2,
n De,2,
en said ,2,
out wh,3,
20110,2,
e like,2,
take h,2,
come o,2,
0517,2,
20211,2,
et he,2,
el i,2,
und a,2,
"
Americ",4,
"], пр",3,
is ou,3,
has i,2,
n U,2,
never d,2,
b b,2,
not l,2,
nform ,2,
ow m,3,
all l,2,
9a,2,
nd|,3,
have fo,3,
; mo,3,
ndles ,3,
know h,2,
know hi,3,
told th,2,
e free,2,
like an,2,
been sa,3,
late th,2,
  = ,2,
ut here,3,
all u,2,
etable ,2,
    = ,2,
put u,2,
eset ,2,
point i,2,
   = ,2,
er on,2,
nque ,2,
them s,2,
course t,2,
>1,2,
rein ,2,
ook in ,3,
は1,2,
月1,2,
od ou,3,
dList,2,
дног,2,
ere to,3,
20141,2,
в),2,
eI ,2,
] был,2,
nan ,2,
erender,2,
e det,2,
odabl,3,
вище,2,
peou,2,
eour ,2,
eState ,2,
erow ,2,
erange,2,
eair ,2,
eList ,2,
eright ,2,
eold,2,
eown ,2,
eother ,2,
eN ,2,
eView ,2,
eS ,2,
erange ,2,
eread ,2,
eT ,2,
eround ,2,
eround,2,
eP ,2,
eG,2,
eD ,2,
eC ,2,
eR ,2,
eque ,2,
eL ,2,
erow,2,
eput ,2,
eA ,2,
eback ,2,
eright,2,
eair,2,
eng ,2,
eto ,2,
eV,2,
eface ,2,
nden ,2,
ente ,2,
eword ,2,
eH,2,
eni ,2,
re wer,3,
enet ,2,
now wh,3,
ow what ,3,
eres ,2,
now wha,3,
 westat,2,
natt,2,
f sel,3,
enone ,2,
 did n,2,
erole ,2,
eK ,2,
erun ,2,
моц,2,
andan,2,
he stree,3,
височ,2,
tween th,3,
he stre,3,
ff t,3,
ho i,3,
 importa,2,
o sh,3,
eE ,2,
is shoul,4,
etween th,3,
e Unite,4,
And n,2,
 husba,2,
eold ,2,
zís,2,
lf u,3,
irai,2,
ide th,3,
ut now,3,
esé,2,
higge,2,
im tha,3,
imei,2,
elf u,3,
bout h,3,
he cours,3,
ough i,3,
ven i,3,
ff th,3,
magei,2,
"""",1,
 think t,2,
odatio,3,
outei,2,
nited State,3,
eF ,2,
etween t,3,
losei,2,
en yo,3,
perei,2,
adei,2,
y yea,3,
t sai,3,
celul,2,
ay at ,3,
bout i,3,
United Sta,4,
rmé,3,
n us,2,
e whil,3,
hough i,3,
 firi,2,
fore th,3,
дета,2,
 do n,2,
           priva,3,
средст,2,
 ici,2,
o wha,3,
 residi,2,
 janu,2,
реша,2,
odei,2,
ormå,3,
 depe,2,
           privat,3,
tween t,3,
		g,2,
азовани,3,
           retur,3,
harei,2,
 archite,2,
 foug,2,
he Ne,4,
	(,2,
rtá,3,
he lan,3,
astatin,3,
s path ,2,
elf i,3,
дхо,3,
асм,2,
");
",2,
his pat,3,
fter th,3,
 pate,2,
"		",1,
lf i,3,
              fro,3,
európ,2,
ere she ,3,
mong th,3,
y othe,3,
n ol,3,
              fr,3,
елт,2,
is pat,3,
y ot,3,
művé,2,
 establi,2,
язк,2,
głów,2,
e kno,3,
изиј,3,
зациј,3,
укам,2,
bțin,3,
омаг,3,
ermé,3,
műv,2,
елнит,3,
y oth,3,
he Unite,4,
              cons,3,
квот,2,
 containi,2,
àr,2,
 boug,2,
šie,2,
 richa,2,
овре,2,
 foota,2,
 importi,2,
цет,2,
жат,2,
áin,2,
 datab,2,
             publi,3,
 killi,2,
                v,2,
 citat,2,
 computi,2,
първ,2,
 espor,2,
 droug,2,
likos,2,
 closi,2,
 congre,2,
прич,2,
 docu,2,
brer,2,
izov,2,
 docum,2,
              els,2,
бят,2,
 docume,2,
átt,2,
plá,2,
              el,2,
/scrip,4,
поја,2,
 growi,2,
is pa,3,
 durat,2,
одл,2,
võ,2,
ènci,3,
              fo,3,
pandin,3,
 koni,2,
ndé,3,
           whil,3,
           functi,3,
enétic,3,
заи,2,
 isr,2,
 casti,2,
střed,2,
tälle,3,
келг,2,
 changi,2,
           clas,3,
речн,2,
 fei,2,
 altu,2,
 housi,2,
             retur,3,
íšt,3,
 databa,2,
събит,2,
           functio,3,
естор,2,
īde,2,
ега,2,
 existi,2,
		co,2,
аад,2,
 faili,2,
заба,2,
 frid,2,
церк,2,
 disn,2,
 givi,2,
анғ,3,
 governi,2,
 respe,2,
örpe,3,
pø,2,
                d,2,
culatin,3,
 actre,2,
              im,2,
would n,2,
           impor,3,
 backi,2,
ремет,3,
             clas,3,
 dati,2,
 hera,2,
 confin,2,
 installi,2,
 countle,2,
éanc,3,
           fr,3,
             fo,3,
тнов,3,
 designi,2,
ледв,3,
 auti,2,
изва,2,
             fro,3,
             fr,3,
 abse,2,
 russe,2,
dario,2,
oraçã,4,
             whil,3,
 independe,2,
íke,2,
 removi,2,
 devie,2,
           fro,3,
akın,2,
 howa,2,
тын,2,
 representi,2,
packi,2,
             whi,3,
              whi,3,
növé,2,
 effo,2,
 bina,2,
 cze,2,
             stati,3,
zeg,3,
 contine,2,
татьс,3,
īd,2,
генц,2,
включ,2,
              whil,3,
loče,2,
              clas,3,
 representat,2,
 describi,2,
	),2,
рупат,3,
seet,2,
епоз,3,
 airi,2,
алд,2,
növ,2,
 endle,2,
 payi,2,
           els,2,
 broug,2,
 headi,2,
 albe,2,
вклю,3,
 causi,2,
aî,2,
szem,2,
јом,2,
szemé,3,
             els,2,
alorie,3,
поре,2,
		d,2,
јим,2,
 nak,2,
 swu,2,
 layi,2,
             impor,3,
regé,2,
/spa,3,
 nami,2,
 batti,2,
 printi,2,
 providi,2,
           publi,3,
 managi,2,
 netw,2,
 notat,2,
             cons,3,
 patie,2,
 playi,2,
etFiel,4,
 placi,2,
senz,2,
 someo,2,
брит,2,
 observat,2,
 heali,2,
pulou,3,
 safa,2,
 performi,2,
 setti,2,
 validi,2,
olare,2,
 calla,2,
"        ",1,
 losi,2,
 semes,2,
 listi,2,
 netwo,3,
etVie,3,
colar,2,
worko,2,
containi,2,
layabl,3,
";
",2,
d lef,3,
implicati,3,
 refo,2,
 starti,2,
n air,2,
variat,2,
 produci,2,
nınd,3,
cross th,3,
providi,2,
n eac,3,
datab,2,
mesto,3,
estifie,3,
ortles,3,
efore t,3,
he polic,3,
 titul,2,
at thoug,4,
             el,2,
describi,2,
 surn,2,
0003,2,
 marki,2,
r scienc,4,
semes,2,
o mean,3,
tuad,3,
databa,2,
installi,2,
implicatio,4,
 washi,2,
believi,2,
housi,2,
at whe,3,
he yea,3,
 believi,2,
o chec,3,
améri,2,
ne si,3,
at ti,3,
im wi,3,
t though ,2,
 writi,2,
disn,2,
             brea,3,
im wit,3,
rt C,3,
d bein,3,
ort C,3,
             prin,3,
ost i,3,
katin,2,
ase/,3,
а та,2,
rgroun,4,
              prin,3,
n do ,2,
irst t,3,
/github,2,
severi,2,
o suc,3,
ame_,3,
removi,2,
ех ,2,
produci,2,
 hua,2,
old yo,3,
d coul,3,
/med,2,
 variat,2,
 websi,2,
 voti,2,
n cas,3,
 singi,2,
cross t,3,
 secul,2,
 soug,2,
oes th,3,
at wer,3,
 know t,2,
ack o,3,
r thre,3,
 sze,2,
countle,2,
//l,2,
foota,2,
oung l,3,
_sourc,4,
now no,2,
 serva,2,
"									
",2,
reat d,3,
" );",1,
">
",2,
ime th,3,
r el,2,
ver i,3,
ook t,3,
ill no,3,
" })",1,
          	,2,
ime o,3,
wn h,3,
"};",1,
"         
",2,
" 


",2,
"};
",2,
")
",2,
"      

",2,
" )",1,
elf t,3,
archite,2,
"						
",2,
(js,2,
					    ,2,
odían,2,
			      ,2,
(jso,3,
"—
",2,
6),2,
.sup,3,
ské,2,
starš,2,
	             ,2,
telin,2,
дари,2,
" []",1,
турс,2,
 кө,2,
 23,2,
tando,2,
orred,2,
.80,2,
 titu,2,
0g,2,
życi,2,
 सा,2,
 olu,2,
cząc,3,
第3,2,
силе,2,
         	,2,
9],2,
seron,2,
 khá,2,
áza,2,
үш,2,
millin,2,
кач,2,
лане,2,
dían,2,
8),2,
 авгус,3,
              pr,3,
£2,2,
еков,2,
сті,2,
-valu,3,
reando,2,
ování,2,
міс,2,
 empo,2,
2a,2,
stát,2,
enged,2,
 гол,2,
/va,2,
-imag,3,
еверо,3,
uối,2,
þa,2,
arš,2,
 pré,2,
власни,2,
"})""",2,
 нал,2,
itale,2,
есл,2,
mació,2,
авления,2,
 gü,2,
инств,2,
"					
",2,
ave i,3,
irnes,3,
 worko,2,
"();
",2,
серц,2,
ok t,3,
actre,2,
/7,2,
masu,2,
socie,2,
//d,2,
струк,2,
will n,2,
liag,2,
lf t,3,
morr,2,
 severi,2,
vía,2,
erishe,3,
developi,2,
executa,2,
er thi,3,
categ,2,
              brea,3,
iticia,3,
he earl,3,
n orde,3,
guabl,3,
esprea,3,
 слов,2,
rher,2,
governi,2,
"_
",2,
l thei,3,
n ord,3,
ледн,3,
ay from,3,
idwa,3,
utiou,3,
frol,2,
t mus,3,
бог,2,
atibl,3,
"}
",2,
        v,2,
orenc,3,
//book,2,
"();",1,
 could n,2,
"}
",2,
pization,2,
averi,2,
abma,2,
minag,2,
pature,2,
правлени,3,
twal,2,
placa,2,
serit,2,
rload,2,
essis,2,
namid,2,
ctle,3,
	v,2,
almin,2,
briou,2,
geto,2,
custi,2,
brica,2,
naro,2,
utst,2,
акав,2,
horl,2,
septa,2,
napte,2,
diad,2,
licl,2,
depu,2,
yine,2,
groi,2,
admo,2,
holin,2,
halou,2,
genat,2,
wkin,3,
techi,2,
akei,2,
akine,2,
firi,2,
seru,2,
pó,2,
enyin,3,
squo,2,
pbac,3,
ttres,3,
serle,2,
nverg,3,
egive,2,
торит,2,
serer,2,
 preda,2,
attre,2,
torist,2,
ndart,3,
вується,2,
provabl,3,
redde,2,
"();
",2,
окто,2,
вные,2,
struir,2,
rback,2,
păr,2,
зина,2,
tî,2,
quiva,3,
чници,2,
myin,2,
ef i,3,
/boo,3,
t ver,3,
port jso,3,
hould no,3,
air a,2,
ree o,3,
ne),3,
leż,2,
etav,2,
          v,2,
         v,2,
he righ,3,
sč,2,
ecause h,4,
 #########,2,
стира,2,
 ###########,3,
	pe,3,
ругим,3,
асч,2,
t onl,3,
ay from ,3,
 .........,2,
_boo,3,
onsta,3,
ficel,3,
you n,2,
hich se,3,
ou r,3,
ast h,3,
ost co,3,
ou com,3,
ur own ,3,
our ow,3,
p aga,3,
ou go,3,
p agai,3,
sents ,2,
m wi,3,
m wit,3,
ay an,3,
an onl,3,
ome r,3,
only o,2,
ere an,3,
ave so,3,
at ou,3,
d hel,3,
e wen,3,
als a,2,
me fr,3,
ur w,3,
ould co,3,
d onl,3,
ill i,3,
 by s,2,
o und,2,
hat l,3,
n par,2,
    Thi,4,
ame a ,3,
y thei,3,
e ow,3,
room a,2,
e America,2,
hat T,3,
d hal,3,
e lif,3,
me wa,3,
ust no,3,
mician,2,
hen r,3,
ome d,3,
t shoul,4,
rom he,3,
hat da,3,
ou di,3,
an wa,3,
he America,2,
s man ,2,
is sa,3,
ne en,3,
ongle,3,
дството,2,
догов,2,
"
befo",3,
"
som",2,
"
befor",3,
"
abou",3,
"
stil",3,
"
throug",3,
"
somethin",4,
"
thes",3,
"uch
",3,
"
muc",3,
"
bein",3,
"
cam",3,
"
unde",3,
"
smal",3,
"
foun",3,
"
aga",3,
"
agai",3,
"
goo",3,
"
ol",3,
"
ligh",4,
"
nev",3,
"
alon",3,
"
lon",3,
"
bega",3,
"
neve",3,
"
sid",3,
"
righ",3,
"
firs",3,
"
migh",3,
"
las",2,
"
ope",3,
"
bac",3,
"
larg",3,
"
anot",3,
"
busines",3,
"
anothe",4,
"
anoth",4,
"
nea",3,
"
Hi",4,
"
worl",3,
"
onc",3,
"
questi",3,
"
whit",3,
"
howev",3,
"
questio",3,
"
howeve",4,
"
wel",3,
"
doo",3,
place o,2,
was ful,3,
n part,2,
at presen,3,
e alon,3,
y bac,3,
f str,2,
than hi,3,
ould make ,3,
"
_",2,
And b,2,
their ha,3,
come ou,3,
came bac,3,
you shoul,4,
every wa,3,
ook to ,3,
“wha,3,
as whe,3,
hey must ,3,
t could ,2,
far d,2,
can fin,3,
? Ther,4,
) o,2,
", dow",3,
it awa,3,
"
windo",3,
sking ,2,
"
hig",3,
little mo,3,
little mor,3,
es hi,3,
we wen,3,
"
roo",3,
ould get ,3,
en int,2,
sired ,2,
"
mak",3,
"
ful",3,
go dow,3,
the les,2,
self fo,3,
"
fre",3,
rom what ,3,
from wh,3,
his grea,3,
is great ,2,
the futu,3,
back th,2,
the futur,3,
ay a ,3,
and lon,3,
air i,2,
well b,2,
as already ,2,
in ol,3,
was foun,3,
se yo,3,
el o,2,
a ligh,4,
that par,2,
! Fo,4,
less yo,3,
t length ,2,
at leng,3,
able fo,3,
", migh",3,
at lengt,4,
off hi,3,
ould I ,3,
o late,2,
too la,2,
too lat,3,
much i,2,
sles ,2,
e befo,3,
together i,2,
n most ,2,
e befor,3,
that ti,3,
a questi,3,
that tim,3,
a questio,3,
a secon,3,
only i,2,
without t,2,
have neve,3,
have nev,3,
made m,2,
of vie,3,
without th,2,
I sai,3,
of tw,3,
the Frenc,5,
n two ,2,
know al,2,
in tw,3,
been foun,3,
hat C,3,
"
liv",3,
n its,2,
p you,2,
something t,2,
without an,2,
he master ,2,
the maste,3,
series o,2,
y God,2,
"
ow",3,
re now ,2,
"ater
",3,
